1	0.0490715
1.02	0.0500375
1.04	0.0474678
1.06	0.0471389
1.08	0.0461857
1.1	0.046891
1.12	0.044741
1.14	0.0444594
1.16	0.0432359
1.18	0.0433576
1.2	0.0428051
1.22	0.0419729
1.24	0.0421955
1.26	0.0419117
1.28	0.0407992
1.3	0.0404562
1.32	0.0393131
1.34	0.039432
1.36	0.0397428
1.38	0.0384852
1.4	0.0382227
1.42	0.0384545
1.44	0.0372334
1.46	0.0373926
1.48	0.0378605
1.5	0.0370932
1.52	0.0372283
1.54	0.0366004
1.56	0.0360945
1.58	0.0367061
1.6	0.0367746
1.62	0.035548
1.64	0.0353783
1.66	0.0355783
1.68	0.0351768
1.7	0.0355717
1.72	0.03509
1.74	0.0349867
1.76	0.0348717
1.78	0.0344834
1.8	0.0336904
1.82	0.0346098
1.84	0.0338188
1.86	0.0337826
1.88	0.0333654
1.9	0.0334547
1.92	0.0329031
1.94	0.0333379
1.96	0.0329867
1.98	0.0328754
2	0.0326809
2.02	0.033252
2.04	0.0323967
2.06	0.0325166
2.08	0.0324961
2.1	0.0324568
2.12	0.0320838
2.14	0.0325334
2.16	0.0321279
2.18	0.0324791
2.2	0.0321684
2.22	0.0317793
2.24	0.0320969
2.26	0.03184
2.28	0.0316264
2.3	0.0315973
2.32	0.0311693
2.34	0.0316766
2.36	0.0318863
2.38	0.0317932
2.4	0.0316199
2.42	0.0313891
2.44	0.0311744
2.46	0.0307648
2.48	0.0307047
2.5	0.0306484
2.52	0.0305002
2.54	0.0306492
2.56	0.0306273
2.58	0.0307135
2.6	0.0304367
2.62	0.0306061
2.64	0.0310084
2.66	0.0303592
2.68	0.0305434
2.7	0.0307115
2.72	0.0305721
2.74	0.0300332
2.76	0.0301939
2.78	0.0302295
2.8	0.0301213
2.82	0.0304223
2.84	0.0301707
2.86	0.0303645
2.88	0.0300033
2.9	0.0296738
2.92	0.030149
2.94	0.029641
2.96	0.0300773
2.98	0.0301746
3	0.0298082
3.02	0.0297084
3.04	0.0296324
3.06	0.029225
3.08	0.0294875
3.1	0.0297998
3.12	0.0297441
3.14	0.0293803
3.16	0.0292244
3.18	0.0296725
3.2	0.0299676
3.22	0.0296076
3.24	0.0295314
3.26	0.0290012
3.28	0.0290451
3.3	0.0289375
3.32	0.0295615
3.34	0.0290277
3.36	0.0290006
3.38	0.0289252
3.4	0.028926
3.42	0.0291623
3.44	0.0293459
3.46	0.0288941
3.48	0.0292303
3.5	0.0289008
3.52	0.0291719
3.54	0.0286865
3.56	0.0290328
3.58	0.0288305
3.6	0.0288295
3.62	0.0285379
3.64	0.0286314
3.66	0.0286939
3.68	0.0287979
3.7	0.0287855
3.72	0.0287318
3.74	0.0289404
3.76	0.0288154
3.78	0.0286459
3.8	0.0287311
3.82	0.0283061
3.84	0.0286559
3.86	0.0282027
3.88	0.0285252
3.9	0.0283557
3.92	0.0283209
3.94	0.0285469
3.96	0.028815
3.98	0.0284598
4	0.0284566
4.02	0.0285352
4.04	0.0284102
4.06	0.0281752
4.08	0.0282656
4.1	0.0278123
4.12	0.0283436
4.14	0.0279271
4.16	0.0282109
4.18	0.0284037
4.2	0.0281057
4.22	0.0281209
4.24	0.0284418
4.26	0.028177
4.28	0.0278574
4.3	0.0282773
4.32	0.0277309
4.34	0.0281988
4.36	0.027934
4.38	0.0278381
4.4	0.0280303
4.42	0.0280881
4.44	0.0277715
4.46	0.0280457
4.48	0.0276496
4.5	0.0280777
4.52	0.0277926
4.54	0.0281689
4.56	0.0280121
4.58	0.028134
4.6	0.0277141
4.62	0.0279643
4.64	0.0282291
4.66	0.0278547
4.68	0.0279523
4.7	0.027634
4.72	0.0277818
4.74	0.0277244
4.76	0.0276797
4.78	0.0275896
4.8	0.0277307
4.82	0.0277387
4.84	0.0277047
4.86	0.0275061
4.88	0.0277334
4.9	0.0274494
4.92	0.0277764
4.94	0.0273465
4.96	0.0274436
4.98	0.0274709
