Sample	Temp	Count
0	2.500000	0
1	2.495960	0
2	2.491919	0
3	2.487879	0
4	2.483838	0
5	2.479798	0
6	2.475758	0
7	2.471717	0
8	2.467677	0
9	2.463636	0
10	2.459596	0
11	2.455556	0
12	2.451515	0
13	2.447475	0
14	2.443434	0
15	2.439394	0
16	2.435354	0
17	2.431313	0
18	2.427273	0
19	2.423232	0
20	2.419192	0
21	2.415152	1
22	2.411111	0
23	2.407071	0
24	2.403030	2
25	2.398990	2
26	2.394949	4
27	2.390909	8
28	2.386869	10
29	2.382828	13
30	2.378788	15
31	2.374747	30
32	2.370707	37
33	2.366667	42
34	2.362626	52
35	2.358586	76
36	2.354545	78
37	2.350505	117
38	2.346465	142
39	2.342424	154
40	2.338384	184
41	2.334343	234
42	2.330303	284
43	2.326263	279
44	2.322222	324
45	2.318182	328
46	2.314141	355
47	2.310101	383
48	2.306061	384
49	2.302020	381
50	2.297980	421
51	2.293939	398
52	2.289899	440
53	2.285859	398
54	2.281818	414
55	2.277778	383
56	2.273737	385
57	2.269697	331
58	2.265657	301
59	2.261616	330
60	2.257576	255
61	2.253535	284
62	2.249495	203
63	2.245455	211
64	2.241414	179
65	2.237374	162
66	2.233333	156
67	2.229293	115
68	2.225253	102
69	2.221212	87
70	2.217172	84
71	2.213131	68
72	2.209091	58
73	2.205051	50
74	2.201010	51
75	2.196970	46
76	2.192929	35
77	2.188889	28
78	2.184848	19
79	2.180808	9
80	2.176768	11
81	2.172727	11
82	2.168687	11
83	2.164646	12
84	2.160606	11
85	2.156566	2
86	2.152525	3
87	2.148485	2
88	2.144444	7
89	2.140404	3
90	2.136364	2
91	2.132323	2
92	2.128283	0
93	2.124242	1
94	2.120202	0
95	2.116162	0
96	2.112121	0
97	2.108081	0
98	2.104040	0
99	2.100000	0
