Temp	Magnetization	Heat capacity	Energy
2.600000	0.518188	1.415121E-002	-1.105687
2.595960	0.518469	1.534902E-002	-1.111438
2.591919	0.556156	1.508042E-002	-1.145000
2.587879	0.537375	1.543698E-002	-1.130187
2.583838	0.548656	1.567732E-002	-1.139750
2.579798	0.547312	1.400096E-002	-1.130063
2.575758	0.535312	1.634230E-002	-1.128187
2.571717	0.563187	1.553713E-002	-1.153563
2.567677	0.552656	1.624208E-002	-1.141375
2.563636	0.534312	1.586093E-002	-1.132688
2.559596	0.551406	1.505312E-002	-1.154250
2.555556	0.558281	1.560114E-002	-1.154938
2.551515	0.579219	1.637531E-002	-1.175875
2.547475	0.591906	1.574183E-002	-1.184438
2.543434	0.599250	1.583072E-002	-1.201625
2.539394	0.574094	1.693882E-002	-1.190313
2.535354	0.583938	1.676758E-002	-1.189188
2.531313	0.580906	1.663946E-002	-1.178938
2.527273	0.595344	1.728815E-002	-1.211313
2.523232	0.594531	1.644302E-002	-1.213188
2.519192	0.586531	1.807460E-002	-1.198312
2.515152	0.599563	1.761791E-002	-1.214500
2.511111	0.584438	1.643210E-002	-1.199750
2.507071	0.593187	1.696765E-002	-1.214813
2.503030	0.606437	1.813463E-002	-1.221688
2.498990	0.591844	1.667542E-002	-1.211125
2.494949	0.601125	1.735052E-002	-1.224750
2.490909	0.605156	1.735048E-002	-1.230063
2.486869	0.639813	1.776528E-002	-1.266812
2.482828	0.607281	1.857269E-002	-1.234125
2.478788	0.611187	1.810080E-002	-1.243125
2.474747	0.623469	1.789060E-002	-1.256063
2.470707	0.632219	1.781169E-002	-1.258438
2.466667	0.622625	1.779037E-002	-1.255375
2.462626	0.626281	1.716480E-002	-1.256938
2.458586	0.636219	1.891033E-002	-1.271250
2.454545	0.632375	1.619956E-002	-1.275438
2.450505	0.660750	1.837658E-002	-1.296062
2.446465	0.651219	1.751392E-002	-1.287187
2.442424	0.656719	1.794855E-002	-1.299563
2.438384	0.635062	1.791496E-002	-1.270500
2.434343	0.667406	1.876314E-002	-1.309000
2.430303	0.650031	1.856813E-002	-1.292500
2.426263	0.659625	1.815894E-002	-1.307938
2.422222	0.660188	1.851236E-002	-1.317938
2.418182	0.659156	1.826571E-002	-1.308812
2.414141	0.672531	1.700418E-002	-1.330062
2.410101	0.688500	1.900596E-002	-1.342937
2.406061	0.682094	1.830951E-002	-1.336625
2.402020	0.683594	1.938041E-002	-1.342688
2.397980	0.678094	1.957083E-002	-1.344625
2.393939	0.692969	1.783638E-002	-1.355250
2.389899	0.694562	1.883168E-002	-1.356375
2.385859	0.686469	1.787438E-002	-1.349625
2.381818	0.688937	1.828151E-002	-1.353375
2.377778	0.708969	1.805979E-002	-1.379688
2.373737	0.700063	1.916644E-002	-1.359938
2.369697	0.697344	1.892959E-002	-1.365000
2.365657	0.699500	1.999106E-002	-1.366250
2.361616	0.705000	1.872168E-002	-1.376688
2.357576	0.717375	1.950561E-002	-1.399500
2.353535	0.697562	1.848265E-002	-1.373938
2.349495	0.699750	1.910507E-002	-1.373438
2.345455	0.722594	1.909090E-002	-1.405063
2.341414	0.732906	1.709787E-002	-1.415938
2.337374	0.704625	1.955801E-002	-1.381250
2.333333	0.717187	1.908515E-002	-1.391000
2.329293	0.728250	1.893106E-002	-1.419000
2.325253	0.746938	1.911227E-002	-1.434750
2.321212	0.745375	1.802634E-002	-1.431688
2.317172	0.758000	1.756088E-002	-1.458687
2.313131	0.746625	1.874057E-002	-1.436750
2.309091	0.763062	1.748420E-002	-1.458938
2.305051	0.751844	1.917844E-002	-1.443625
2.301010	0.756656	1.853427E-002	-1.456875
2.296970	0.740938	1.889157E-002	-1.443313
2.292929	0.765344	1.848649E-002	-1.475750
2.288889	0.764625	1.797333E-002	-1.463750
2.284848	0.765156	1.783731E-002	-1.474750
2.280808	0.762563	1.834718E-002	-1.470063
2.276768	0.764625	1.845597E-002	-1.478938
2.272727	0.773813	1.797085E-002	-1.473937
2.268687	0.776094	1.687349E-002	-1.487625
2.264646	0.785687	1.878542E-002	-1.506875
2.260606	0.766969	1.953873E-002	-1.481937
2.256566	0.780438	1.736130E-002	-1.496438
2.252525	0.792375	1.742561E-002	-1.520125
2.248485	0.786844	1.776766E-002	-1.514938
2.244444	0.788875	1.760408E-002	-1.507562
2.240404	0.807281	1.741850E-002	-1.533875
2.236364	0.795594	1.813708E-002	-1.520000
2.232323	0.805781	1.797222E-002	-1.538250
2.228283	0.804750	1.687480E-002	-1.534313
2.224242	0.799875	1.754759E-002	-1.531562
2.220202	0.817187	1.743330E-002	-1.552437
2.216162	0.810094	1.697382E-002	-1.545313
2.212121	0.823719	1.527718E-002	-1.565813
2.208081	0.812375	1.664299E-002	-1.554375
2.204040	0.821781	1.603729E-002	-1.558500
2.200000	0.829969	1.572139E-002	-1.583563
