Sample	Temp	Count
0	2.450000	0
1	2.445960	0
2	2.441919	0
3	2.437879	0
4	2.433838	0
5	2.429798	0
6	2.425758	0
7	2.421717	0
8	2.417677	0
9	2.413636	0
10	2.409596	0
11	2.405556	2
12	2.401515	3
13	2.397475	4
14	2.393434	6
15	2.389394	4
16	2.385354	5
17	2.381313	10
18	2.377273	14
19	2.373232	21
20	2.369192	22
21	2.365152	31
22	2.361111	34
23	2.357071	61
24	2.353030	48
25	2.348990	58
26	2.344949	95
27	2.340909	100
28	2.336869	110
29	2.332828	130
30	2.328788	141
31	2.324747	164
32	2.320707	189
33	2.316667	202
34	2.312626	259
35	2.308586	235
36	2.304545	256
37	2.300505	275
38	2.296465	344
39	2.292424	338
40	2.288384	346
41	2.284343	344
42	2.280303	386
43	2.276263	353
44	2.272222	371
45	2.268182	363
46	2.264141	374
47	2.260101	357
48	2.256061	329
49	2.252020	304
50	2.247980	288
51	2.243939	281
52	2.239899	289
53	2.235859	247
54	2.231818	239
55	2.227778	204
56	2.223737	183
57	2.219697	162
58	2.215657	140
59	2.211616	143
60	2.207576	149
61	2.203535	136
62	2.199495	121
63	2.195455	115
64	2.191414	87
65	2.187374	64
66	2.183333	67
67	2.179293	54
68	2.175253	48
69	2.171212	47
70	2.167172	35
71	2.163131	29
72	2.159091	31
73	2.155051	18
74	2.151010	17
75	2.146970	19
76	2.142929	17
77	2.138889	7
78	2.134848	7
79	2.130808	7
80	2.126768	11
81	2.122727	7
82	2.118687	5
83	2.114646	6
84	2.110606	6
85	2.106566	6
86	2.102525	6
87	2.098485	1
88	2.094444	3
89	2.090404	2
90	2.086364	3
91	2.082323	1
92	2.078283	1
93	2.074242	0
94	2.070202	0
95	2.066162	1
96	2.062121	0
97	2.058081	0
98	2.054040	2
99	2.050000	0
