Sample	Temp	Count
0	2.450000	0
1	2.445960	0
2	2.441919	0
3	2.437879	0
4	2.433838	0
5	2.429798	0
6	2.425758	0
7	2.421717	0
8	2.417677	0
9	2.413636	0
10	2.409596	1
11	2.405556	0
12	2.401515	0
13	2.397475	1
14	2.393434	3
15	2.389394	1
16	2.385354	1
17	2.381313	5
18	2.377273	9
19	2.373232	15
20	2.369192	17
21	2.365152	18
22	2.361111	22
23	2.357071	35
24	2.353030	46
25	2.348990	53
26	2.344949	67
27	2.340909	72
28	2.336869	97
29	2.332828	118
30	2.328788	165
31	2.324747	193
32	2.320707	202
33	2.316667	205
34	2.312626	280
35	2.308586	297
36	2.304545	320
37	2.300505	283
38	2.296465	344
39	2.292424	361
40	2.288384	405
41	2.284343	403
42	2.280303	350
43	2.276263	388
44	2.272222	362
45	2.268182	337
46	2.264141	320
47	2.260101	334
48	2.256061	354
49	2.252020	329
50	2.247980	294
51	2.243939	291
52	2.239899	227
53	2.235859	256
54	2.231818	208
55	2.227778	201
56	2.223737	174
57	2.219697	180
58	2.215657	151
59	2.211616	143
60	2.207576	120
61	2.203535	98
62	2.199495	94
63	2.195455	95
64	2.191414	83
65	2.187374	60
66	2.183333	71
67	2.179293	59
68	2.175253	49
69	2.171212	51
70	2.167172	30
71	2.163131	33
72	2.159091	28
73	2.155051	34
74	2.151010	21
75	2.146970	15
76	2.142929	20
77	2.138889	13
78	2.134848	10
79	2.130808	7
80	2.126768	8
81	2.122727	12
82	2.118687	6
83	2.114646	4
84	2.110606	4
85	2.106566	8
86	2.102525	3
87	2.098485	7
88	2.094444	6
89	2.090404	2
90	2.086364	2
91	2.082323	2
92	2.078283	1
93	2.074242	2
94	2.070202	1
95	2.066162	1
96	2.062121	2
97	2.058081	0
98	2.054040	0
99	2.050000	0
