Temp	Magnetization	Heat capacity	Energy
2.450000	0.465135	3.246835E-003	-1.211440
2.445960	0.286345	2.387297E-003	-1.140820
2.441919	0.430590	3.144037E-003	-1.199450
2.437879	0.369430	3.334722E-003	-1.184050
2.433838	0.463670	3.956813E-003	-1.221320
2.429798	0.407990	2.703133E-003	-1.200790
2.425758	0.442540	3.310028E-003	-1.219450
2.421717	0.411230	3.408860E-003	-1.202170
2.417677	0.421215	3.250921E-003	-1.217940
2.413636	0.437150	4.281143E-003	-1.230040
2.409596	0.467735	2.854999E-003	-1.237010
2.405556	0.486130	3.729628E-003	-1.243110
2.401515	0.440990	3.451837E-003	-1.231380
2.397475	0.409460	3.344586E-003	-1.225550
2.393434	0.448385	4.087549E-003	-1.237750
2.389394	0.505830	3.660782E-003	-1.272500
2.385354	0.495410	3.700223E-003	-1.274490
2.381313	0.519610	3.657849E-003	-1.273100
2.377273	0.526570	3.730256E-003	-1.284420
2.373232	0.440035	3.238753E-003	-1.236480
2.369192	0.483290	3.777878E-003	-1.279680
2.365152	0.595485	4.236747E-003	-1.333080
2.361111	0.429690	3.714721E-003	-1.249290
2.357071	0.619915	3.444656E-003	-1.333980
2.353030	0.551575	4.258103E-003	-1.317710
2.348990	0.558195	3.687166E-003	-1.327080
2.344949	0.530775	4.441093E-003	-1.316890
2.340909	0.617120	3.978772E-003	-1.353950
2.336869	0.567305	4.075821E-003	-1.336650
2.332828	0.654905	3.583889E-003	-1.378970
2.328788	0.583485	3.610044E-003	-1.348690
2.324747	0.520800	3.865517E-003	-1.323210
2.320707	0.681330	3.443626E-003	-1.399830
2.316667	0.624530	3.923316E-003	-1.372320
2.312626	0.502555	4.322607E-003	-1.320240
2.308586	0.591680	3.636988E-003	-1.363320
2.304545	0.624660	4.444487E-003	-1.382200
2.300505	0.609880	4.159201E-003	-1.385750
2.296465	0.687920	3.633164E-003	-1.417490
2.292424	0.586225	4.703161E-003	-1.359160
2.288384	0.680935	3.945887E-003	-1.426170
2.284343	0.643330	4.313663E-003	-1.404420
2.280303	0.656190	3.623648E-003	-1.410850
2.276263	0.595425	4.465664E-003	-1.388120
2.272222	0.612105	4.445869E-003	-1.404910
2.268182	0.710230	3.856045E-003	-1.455050
2.264141	0.718525	3.691337E-003	-1.460930
2.260101	0.725675	4.070053E-003	-1.467130
2.256061	0.693565	4.447674E-003	-1.456670
2.252020	0.650280	3.978455E-003	-1.430300
2.247980	0.697270	3.912929E-003	-1.459770
2.243939	0.766480	3.144335E-003	-1.504790
2.239899	0.737860	3.899061E-003	-1.495660
2.235859	0.751785	3.739762E-003	-1.504300
2.231818	0.786445	2.817358E-003	-1.530840
2.227778	0.781985	2.849033E-003	-1.515260
2.223737	0.773250	3.158606E-003	-1.521170
2.219697	0.749370	4.572231E-003	-1.511080
2.215657	0.762230	3.961459E-003	-1.521330
2.211616	0.798705	3.038209E-003	-1.544120
2.207576	0.817830	2.579816E-003	-1.558090
2.203535	0.796455	3.248107E-003	-1.544560
2.199495	0.745290	3.944189E-003	-1.518330
2.195455	0.775845	3.835069E-003	-1.535700
2.191414	0.828095	2.242482E-003	-1.576240
2.187374	0.836385	2.541125E-003	-1.584150
2.183333	0.820280	2.917957E-003	-1.574490
2.179293	0.820535	2.998106E-003	-1.581800
2.175253	0.820745	2.904962E-003	-1.580790
2.171212	0.835980	2.133182E-003	-1.594340
2.167172	0.718670	5.294993E-003	-1.534020
2.163131	0.834630	2.630532E-003	-1.599470
2.159091	0.847440	2.661343E-003	-1.611410
2.155051	0.850225	2.375050E-003	-1.616300
2.151010	0.839125	2.591234E-003	-1.611750
2.146970	0.837335	2.832037E-003	-1.609710
2.142929	0.841195	2.648920E-003	-1.612770
2.138889	0.864370	2.415726E-003	-1.639840
2.134848	0.861545	2.380011E-003	-1.639660
2.130808	0.863645	2.393629E-003	-1.643550
2.126768	0.861185	2.203508E-003	-1.641680
2.122727	0.854895	2.410265E-003	-1.639880
2.118687	0.867745	2.222543E-003	-1.652770
2.114646	0.854910	2.781955E-003	-1.644780
2.110606	0.864875	2.406122E-003	-1.651910
2.106566	0.862750	2.409891E-003	-1.653150
2.102525	0.873345	2.312635E-003	-1.659810
2.098485	0.860010	2.897636E-003	-1.656690
2.094444	0.855365	2.762909E-003	-1.652440
2.090404	0.873990	2.349807E-003	-1.672990
2.086364	0.886285	1.788582E-003	-1.684190
2.082323	0.875370	2.581164E-003	-1.679300
2.078283	0.878490	2.452155E-003	-1.679930
2.074242	0.878760	2.073477E-003	-1.685950
2.070202	0.874855	2.531091E-003	-1.677100
2.066162	0.892060	2.166234E-003	-1.702880
2.062121	0.879935	2.326269E-003	-1.691380
2.058081	0.893620	1.885189E-003	-1.706820
2.054040	0.876250	2.402276E-003	-1.692000
2.050000	0.879140	2.879706E-003	-1.702130
