Sample	Temp	Count
0	2.450000	0
1	2.445960	0
2	2.441919	0
3	2.437879	0
4	2.433838	0
5	2.429798	0
6	2.425758	0
7	2.421717	0
8	2.417677	0
9	2.413636	0
10	2.409596	0
11	2.405556	0
12	2.401515	1
13	2.397475	2
14	2.393434	1
15	2.389394	4
16	2.385354	6
17	2.381313	4
18	2.377273	6
19	2.373232	8
20	2.369192	15
21	2.365152	13
22	2.361111	24
23	2.357071	23
24	2.353030	32
25	2.348990	29
26	2.344949	47
27	2.340909	62
28	2.336869	69
29	2.332828	99
30	2.328788	111
31	2.324747	147
32	2.320707	131
33	2.316667	183
34	2.312626	198
35	2.308586	216
36	2.304545	241
37	2.300505	260
38	2.296465	274
39	2.292424	299
40	2.288384	310
41	2.284343	342
42	2.280303	334
43	2.276263	363
44	2.272222	313
45	2.268182	346
46	2.264141	343
47	2.260101	332
48	2.256061	305
49	2.252020	314
50	2.247980	316
51	2.243939	317
52	2.239899	269
53	2.235859	299
54	2.231818	253
55	2.227778	271
56	2.223737	200
57	2.219697	228
58	2.215657	189
59	2.211616	187
60	2.207576	179
61	2.203535	160
62	2.199495	142
63	2.195455	132
64	2.191414	107
65	2.187374	100
66	2.183333	99
67	2.179293	86
68	2.175253	61
69	2.171212	73
70	2.167172	76
71	2.163131	62
72	2.159091	48
73	2.155051	40
74	2.151010	43
75	2.146970	28
76	2.142929	38
77	2.138889	24
78	2.134848	19
79	2.130808	25
80	2.126768	20
81	2.122727	11
82	2.118687	13
83	2.114646	9
84	2.110606	5
85	2.106566	8
86	2.102525	9
87	2.098485	9
88	2.094444	9
89	2.090404	3
90	2.086364	5
91	2.082323	5
92	2.078283	6
93	2.074242	0
94	2.070202	2
95	2.066162	4
96	2.062121	1
97	2.058081	2
98	2.054040	0
99	2.050000	1
