Sample	Temp	Count
0	1.000000	0
1	1.035176	0
2	1.070352	0
3	1.105528	0
4	1.140704	0
5	1.175879	0
6	1.211055	0
7	1.246231	0
8	1.281407	0
9	1.316583	0
10	1.351759	0
11	1.386935	0
12	1.422111	0
13	1.457286	0
14	1.492462	0
15	1.527638	0
16	1.562814	0
17	1.597990	0
18	1.633166	0
19	1.668342	0
20	1.703518	0
21	1.738693	0
22	1.773869	0
23	1.809045	0
24	1.844221	0
25	1.879397	0
26	1.914573	0
27	1.949749	0
28	1.984925	0
29	2.020101	0
30	2.055276	0
31	2.090452	0
32	2.125628	0
33	2.160804	0
34	2.195980	0
35	2.231156	0
36	2.266332	0
37	2.301508	1
38	2.336683	0
39	2.371859	0
40	2.407035	0
41	2.442211	0
42	2.477387	0
43	2.512563	0
44	2.547739	0
45	2.582915	0
46	2.618090	0
47	2.653266	0
48	2.688442	0
49	2.723618	0
50	2.758794	0
51	2.793970	0
52	2.829146	0
53	2.864322	0
54	2.899497	0
55	2.934673	0
56	2.969849	0
57	3.005025	0
58	3.040201	0
59	3.075377	0
60	3.110553	0
61	3.145729	0
62	3.180905	0
63	3.216080	0
64	3.251256	0
65	3.286432	0
66	3.321608	0
67	3.356784	0
68	3.391960	0
69	3.427136	0
70	3.462312	0
71	3.497487	0
72	3.532663	0
73	3.567839	0
74	3.603015	0
75	3.638191	0
76	3.673367	0
77	3.708543	0
78	3.743719	0
79	3.778894	0
80	3.814070	0
81	3.849246	0
82	3.884422	0
83	3.919598	0
84	3.954774	0
85	3.989950	0
86	4.025126	0
87	4.060302	0
88	4.095477	0
89	4.130653	0
90	4.165829	0
91	4.201005	0
92	4.236181	0
93	4.271357	0
94	4.306533	0
95	4.341709	0
96	4.376884	0
97	4.412060	0
98	4.447236	0
99	4.482412	0
100	4.517588	0
101	4.552764	0
102	4.587940	0
103	4.623116	0
104	4.658291	0
105	4.693467	0
106	4.728643	0
107	4.763819	0
108	4.798995	0
109	4.834171	0
110	4.869347	0
111	4.904523	0
112	4.939698	0
113	4.974874	0
114	5.010050	0
115	5.045226	0
116	5.080402	0
117	5.115578	0
118	5.150754	0
119	5.185930	0
120	5.221106	0
121	5.256281	0
122	5.291457	0
123	5.326633	0
124	5.361809	0
125	5.396985	0
126	5.432161	0
127	5.467337	0
128	5.502513	0
129	5.537688	0
130	5.572864	0
131	5.608040	0
132	5.643216	0
133	5.678392	0
134	5.713568	0
135	5.748744	0
136	5.783920	0
137	5.819095	0
138	5.854271	0
139	5.889447	0
140	5.924623	0
141	5.959799	0
142	5.994975	0
143	6.030151	0
144	6.065327	0
145	6.100503	0
146	6.135678	0
147	6.170854	0
148	6.206030	0
149	6.241206	0
150	6.276382	0
151	6.311558	0
152	6.346734	0
153	6.381910	0
154	6.417085	0
155	6.452261	0
156	6.487437	0
157	6.522613	0
158	6.557789	0
159	6.592965	0
160	6.628141	0
161	6.663317	0
162	6.698492	0
163	6.733668	0
164	6.768844	0
165	6.804020	0
166	6.839196	0
167	6.874372	0
168	6.909548	0
169	6.944724	0
170	6.979899	0
171	7.015075	0
172	7.050251	0
173	7.085427	0
174	7.120603	0
175	7.155779	0
176	7.190955	0
177	7.226131	0
178	7.261307	0
179	7.296482	0
180	7.331658	0
181	7.366834	0
182	7.402010	0
183	7.437186	0
184	7.472362	0
185	7.507538	0
186	7.542714	0
187	7.577889	0
188	7.613065	0
189	7.648241	0
190	7.683417	0
191	7.718593	0
192	7.753769	0
193	7.788945	0
194	7.824121	0
195	7.859296	0
196	7.894472	0
197	7.929648	0
198	7.964824	0
199	8.000000	0
