Sample	Temp	Count
0	8.000000	0
1	7.964824	0
2	7.929648	0
3	7.894472	0
4	7.859296	0
5	7.824121	0
6	7.788945	0
7	7.753769	0
8	7.718593	0
9	7.683417	0
10	7.648241	0
11	7.613065	0
12	7.577889	0
13	7.542714	0
14	7.507538	0
15	7.472362	0
16	7.437186	0
17	7.402010	0
18	7.366834	0
19	7.331658	0
20	7.296482	0
21	7.261307	0
22	7.226131	0
23	7.190955	0
24	7.155779	0
25	7.120603	0
26	7.085427	0
27	7.050251	0
28	7.015075	0
29	6.979899	0
30	6.944724	0
31	6.909548	0
32	6.874372	0
33	6.839196	0
34	6.804020	0
35	6.768844	0
36	6.733668	0
37	6.698492	0
38	6.663317	0
39	6.628141	0
40	6.592965	0
41	6.557789	0
42	6.522613	0
43	6.487437	0
44	6.452261	0
45	6.417085	0
46	6.381910	0
47	6.346734	0
48	6.311558	0
49	6.276382	0
50	6.241206	0
51	6.206030	0
52	6.170854	0
53	6.135678	0
54	6.100503	0
55	6.065327	0
56	6.030151	0
57	5.994975	0
58	5.959799	0
59	5.924623	0
60	5.889447	0
61	5.854271	0
62	5.819095	0
63	5.783920	0
64	5.748744	0
65	5.713568	0
66	5.678392	0
67	5.643216	0
68	5.608040	0
69	5.572864	0
70	5.537688	0
71	5.502513	0
72	5.467337	0
73	5.432161	0
74	5.396985	0
75	5.361809	0
76	5.326633	0
77	5.291457	0
78	5.256281	0
79	5.221106	0
80	5.185930	0
81	5.150754	0
82	5.115578	0
83	5.080402	0
84	5.045226	0
85	5.010050	0
86	4.974874	0
87	4.939698	0
88	4.904523	0
89	4.869347	0
90	4.834171	0
91	4.798995	0
92	4.763819	0
93	4.728643	0
94	4.693467	0
95	4.658291	0
96	4.623116	0
97	4.587940	0
98	4.552764	0
99	4.517588	0
100	4.482412	0
101	4.447236	0
102	4.412060	0
103	4.376884	0
104	4.341709	0
105	4.306533	0
106	4.271357	0
107	4.236181	0
108	4.201005	0
109	4.165829	0
110	4.130653	0
111	4.095477	0
112	4.060302	0
113	4.025126	0
114	3.989950	0
115	3.954774	0
116	3.919598	0
117	3.884422	0
118	3.849246	0
119	3.814070	0
120	3.778894	0
121	3.743719	0
122	3.708543	0
123	3.673367	0
124	3.638191	0
125	3.603015	0
126	3.567839	0
127	3.532663	0
128	3.497487	0
129	3.462312	0
130	3.427136	0
131	3.391960	0
132	3.356784	0
133	3.321608	0
134	3.286432	0
135	3.251256	0
136	3.216080	0
137	3.180905	0
138	3.145729	0
139	3.110553	0
140	3.075377	0
141	3.040201	0
142	3.005025	0
143	2.969849	0
144	2.934673	0
145	2.899497	0
146	2.864322	0
147	2.829146	0
148	2.793970	0
149	2.758794	0
150	2.723618	0
151	2.688442	0
152	2.653266	0
153	2.618090	0
154	2.582915	0
155	2.547739	0
156	2.512563	0
157	2.477387	0
158	2.442211	0
159	2.407035	0
160	2.371859	0
161	2.336683	0
162	2.301508	1
163	2.266332	0
164	2.231156	0
165	2.195980	0
166	2.160804	0
167	2.125628	0
168	2.090452	0
169	2.055276	0
170	2.020101	0
171	1.984925	0
172	1.949749	0
173	1.914573	0
174	1.879397	0
175	1.844221	0
176	1.809045	0
177	1.773869	0
178	1.738693	0
179	1.703518	0
180	1.668342	0
181	1.633166	0
182	1.597990	0
183	1.562814	0
184	1.527638	0
185	1.492462	0
186	1.457286	0
187	1.422111	0
188	1.386935	0
189	1.351759	0
190	1.316583	0
191	1.281407	0
192	1.246231	0
193	1.211055	0
194	1.175879	0
195	1.140704	0
196	1.105528	0
197	1.070352	0
198	1.035176	0
199	1.000000	0
