Temp	Magnetization	Heat capacity	Energy
1.000000	0.529504	4.849651E-008	-1.351515
1.020101	0.529502	5.081742E-008	-1.351511
1.040201	0.529500	5.314639E-008	-1.351507
1.060302	0.529497	5.548237E-008	-1.351502
1.080402	0.529495	5.782457E-008	-1.351498
1.100503	0.529493	6.017247E-008	-1.351493
1.120603	0.529490	6.252571E-008	-1.351488
1.140704	0.529488	6.488416E-008	-1.351482
1.160804	0.529485	6.724787E-008	-1.351477
1.180905	0.529482	6.961703E-008	-1.351471
1.201005	0.529480	7.199197E-008	-1.351466
1.221106	0.529477	7.437319E-008	-1.351459
1.241206	0.529474	7.676126E-008	-1.351453
1.261307	0.529470	7.915690E-008	-1.351447
1.281407	0.529467	8.156090E-008	-1.351440
1.301508	0.529464	8.397415E-008	-1.351433
1.321608	0.529460	8.639761E-008	-1.351426
1.341709	0.529457	8.883233E-008	-1.351419
1.361809	0.529453	9.127941E-008	-1.351412
1.381910	0.529449	9.374002E-008	-1.351404
1.402010	0.529446	9.621539E-008	-1.351396
1.422111	0.529442	9.870680E-008	-1.351388
1.442211	0.529438	1.012156E-007	-1.351380
1.462312	0.529433	1.037431E-007	-1.351372
1.482412	0.529429	1.062908E-007	-1.351363
1.502513	0.529425	1.088601E-007	-1.351354
1.522613	0.529420	1.114526E-007	-1.351345
1.542714	0.529416	1.140697E-007	-1.351336
1.562814	0.529411	1.167132E-007	-1.351326
1.582915	0.529406	1.193845E-007	-1.351317
1.603015	0.529401	1.220854E-007	-1.351307
1.623116	0.529396	1.248177E-007	-1.351296
1.643216	0.529391	1.275830E-007	-1.351286
1.663317	0.529386	1.303832E-007	-1.351275
1.683417	0.529380	1.332200E-007	-1.351265
1.703518	0.529375	1.360955E-007	-1.351254
1.723618	0.529369	1.390116E-007	-1.351242
1.743719	0.529363	1.419703E-007	-1.351231
1.763819	0.529357	1.449736E-007	-1.351219
1.783920	0.529351	1.480236E-007	-1.351207
1.804020	0.529345	1.511226E-007	-1.351194
1.824121	0.529339	1.542727E-007	-1.351182
1.844221	0.529332	1.574763E-007	-1.351169
1.864322	0.529326	1.607359E-007	-1.351156
1.884422	0.529319	1.640537E-007	-1.351143
1.904523	0.529312	1.674325E-007	-1.351129
1.924623	0.529305	1.708747E-007	-1.351115
1.944724	0.529298	1.743832E-007	-1.351101
1.964824	0.529291	1.779607E-007	-1.351086
1.984925	0.529283	1.816103E-007	-1.351071
2.005025	0.529276	1.853348E-007	-1.351056
2.025126	0.529268	1.891374E-007	-1.351041
2.045226	0.529260	1.930215E-007	-1.351025
2.065327	0.529252	1.969903E-007	-1.351009
2.085427	0.529243	2.010474E-007	-1.350993
2.105528	0.529235	2.051965E-007	-1.350976
2.125628	0.529226	2.094414E-007	-1.350959
2.145729	0.529217	2.137860E-007	-1.350942
