Energy	ln(density of states)
-692	225.003084	192.906459
-688	226.670930	183.141777
-684	228.262727	182.128265
-680	229.887239	178.550488
-676	231.549226	172.208569
-672	233.186311	168.909666
-668	234.813020	164.004790
-664	236.475618	156.705616
-660	238.095979	155.519829
-656	239.770540	150.790805
-652	241.441194	145.180782
-648	243.042757	141.014293
-644	244.703767	139.209335
-640	246.248811	138.580359
-636	247.873933	135.535893
-632	249.441072	132.378510
-628	251.051424	128.846163
-624	252.663484	128.033486
-620	254.298372	122.826859
-616	255.877107	122.373310
-612	257.403352	121.342399
-608	258.919343	117.904697
-604	260.490755	114.870616
-600	262.086214	112.425624
-596	263.744539	109.529936
-592	265.288240	107.129373
-588	266.873323	102.589712
-584	268.352571	101.309027
-580	269.913240	98.091326
-576	271.433137	95.294534
-572	272.955965	96.217837
-568	274.513216	92.147691
-564	275.974031	91.207188
-560	277.461702	91.250982
-556	278.981355	89.576808
-552	280.449983	88.817676
-548	281.946321	87.513395
-544	283.440584	86.743173
-540	284.894075	86.210956
-536	286.351228	83.705485
-532	287.816316	82.299213
-528	289.285310	81.554771
-524	290.771760	80.817157
-520	292.182283	78.378382
-516	293.620882	76.036278
-512	295.005281	74.314178
-508	296.446321	74.230351
-504	297.848665	73.042996
-500	299.182527	71.044652
-496	300.583528	69.718196
-492	301.966096	69.679483
-488	303.349153	69.043919
-484	304.721101	68.859444
-480	306.075716	68.103136
-476	307.379793	67.243488
-472	308.686311	65.885214
-468	310.054353	64.957562
-464	311.362825	64.572923
-460	312.684114	63.245129
-456	314.049837	62.486539
-452	315.302888	62.305025
-448	316.627840	60.442283
-444	317.880647	58.725463
-440	319.201570	58.459790
-436	320.480745	57.260225
-432	321.717805	56.135856
-428	322.953157	55.737886
-424	324.189119	54.393565
-420	325.413972	54.072699
-416	326.664339	53.168765
-412	327.894197	52.561877
-408	329.122591	51.669624
-404	330.380647	50.074506
-400	331.541780	49.004651
-396	332.758455	48.207416
-392	333.937166	47.072366
-388	335.067293	46.587200
-384	336.238313	46.555389
-380	337.452302	45.111889
-376	338.606355	44.764661
-372	339.729280	44.706174
-368	340.880403	43.541308
-364	341.959993	44.034192
-360	343.041170	43.826208
-356	344.130281	43.006216
-352	345.275301	42.972564
-348	346.323518	42.311553
-344	347.393831	42.246693
-340	348.475862	42.391464
-336	349.524446	41.814825
-332	350.583406	41.689355
-328	351.581697	40.184116
-324	352.591829	39.932928
-320	353.597566	39.705643
-316	354.584627	39.179914
-312	355.599641	38.318652
-308	356.584260	38.654273
-304	357.505281	38.435178
-300	358.482576	37.493460
-296	359.407747	37.015763
-292	360.353548	36.436995
-288	361.268342	35.731634
-284	362.187410	35.545634
-280	363.071443	35.408334
-276	363.956941	35.073741
-272	364.828279	34.980684
-268	365.676546	34.930112
-264	366.586214	34.841146
-260	367.450593	34.488101
-256	368.284212	34.706203
-252	369.111970	34.563230
-248	369.934480	34.697976
-244	370.733308	34.128036
-240	371.528108	33.481091
-236	372.276887	33.163956
-232	373.040803	32.889385
-228	373.810457	31.900811
-224	374.572786	31.049454
-220	375.282625	30.937244
-216	376.021272	30.522410
-212	376.703889	30.162336
-208	377.415315	29.200560
-204	378.113557	29.212274
-200	378.766878	28.954722
-196	379.412874	28.701518
-192	380.045076	28.548554
-188	380.682405	28.572851
-184	381.300447	28.243468
-180	381.919710	27.798932
-176	382.560091	27.506801
-172	383.145418	27.087421
-168	383.740266	26.678785
-164	384.344270	26.091414
-160	384.875398	25.767737
-156	385.414217	25.474673
-152	385.991731	25.285839
-148	386.491731	24.988926
-144	386.998689	24.672144
-140	387.478059	24.490211
-136	387.951448	23.838861
-132	388.391389	23.874826
-128	388.823396	23.729857
-124	389.243196	23.774916
-120	389.639802	23.596703
-116	390.028108	23.482184
-112	390.453645	23.235586
-108	390.853426	23.295800
-104	391.225862	23.194628
-100	391.563020	23.086367
-96	391.909578	22.849298
-92	392.231843	22.763242
-88	392.523347	22.756598
-84	392.821809	22.553802
-80	393.107454	22.505249
-76	393.355379	22.131609
-72	393.629060	22.079054
-68	393.868318	21.610814
-64	394.098665	21.371461
-60	394.305574	21.332612
-56	394.501253	21.003697
-52	394.666780	20.965217
-48	394.846467	20.982466
-44	395.029939	20.762777
-40	395.181306	20.544973
-36	395.310579	20.342620
-32	395.408601	20.397475
-28	395.531770	20.300810
-24	395.614900	19.983914
-20	395.683015	19.778212
-16	395.758455	19.465066
-12	395.827669	19.377942
-8	395.878450	19.022850
-4	395.914949	18.921231
0	395.940340	18.918464
4	395.934846	18.878506
8	395.943391	18.700057
12	395.916292	18.590793
16	395.847688	18.529132
20	395.773592	18.465587
24	395.694124	18.312874
28	395.635652	18.235137
32	395.537630	18.168904
36	395.430818	18.212902
40	395.311677	18.249942
44	395.162263	18.059856
48	394.998079	17.717686
52	394.844759	17.499266
56	394.643220	17.280808
60	394.443391	17.203682
64	394.240877	17.016573
68	393.998445	16.905203
72	393.763582	16.729470
76	393.495027	16.622504
80	393.195222	16.398452
84	392.901643	16.380014
88	392.606843	16.301564
92	392.290926	16.246246
96	391.970369	16.166906
100	391.642366	16.115929
104	391.270784	16.021923
108	390.891267	16.172333
112	390.525911	15.932934
116	390.176546	15.966024
120	389.737947	15.689901
124	389.339265	15.581880
128	388.935945	15.473104
132	388.501619	15.401594
136	388.048616	15.420372
140	387.611970	15.136973
144	387.102815	15.225467
148	386.617342	15.085400
152	386.135408	15.073370
156	385.585115	15.046916
160	385.057283	15.096935
164	384.523469	14.892615
168	383.941194	14.839905
172	383.409456	14.732631
176	382.856233	14.695815
180	382.279451	14.656852
184	381.673860	14.625091
188	381.044221	14.394948
192	380.429597	14.388841
196	379.785676	14.302619
200	379.093538	14.273034
204	378.402986	14.202080
208	377.719148	14.006313
212	377.008943	13.789337
216	376.301668	13.827903
220	375.620882	13.863086
224	374.927888	13.558862
228	374.173494	13.374911
232	373.413118	13.350241
236	372.654085	13.363628
240	371.865999	13.344990
244	371.117464	13.288362
248	370.315950	13.212491
252	369.517000	13.359431
256	368.686922	13.195627
260	367.874666	13.289720
264	367.005037	13.092816
268	366.172395	13.138737
272	365.301057	13.201918
276	364.389192	13.086245
280	363.467195	13.039652
284	362.565828	13.176017
288	361.672639	13.253063
292	360.762727	12.958675
296	359.831331	12.787255
300	358.850618	12.667304
304	357.885408	12.738000
308	356.883211	12.525950
312	355.922639	12.442606
316	354.957307	12.396949
320	353.929597	12.317958
324	352.936677	12.248401
328	351.887117	12.137444
332	350.911165	12.094592
336	349.874910	12.090963
340	348.843904	12.162531
344	347.838899	11.847668
348	346.810213	12.070867
352	345.736482	11.825859
356	344.681917	11.947967
360	343.618928	11.904241
364	342.594026	12.030352
368	341.513460	12.112693
372	340.336458	11.956113
376	339.197908	12.116813
380	338.098054	12.077672
384	336.975618	12.020213
388	335.803377	11.878388
392	334.628694	11.924869
396	333.380647	11.869918
400	332.217683	11.616234
404	331.024812	11.751238
408	329.845613	11.511826
412	328.632967	11.536834
416	327.444246	11.558314
420	326.165926	11.458808
424	324.918611	11.463508
428	323.654329	11.328643
432	322.435823	11.317873
436	321.178987	11.258231
440	319.863801	11.151633
444	318.606477	11.200976
448	317.283723	10.920528
452	315.913240	10.775894
456	314.610506	10.826151
460	313.249910	10.788432
464	311.894563	10.835754
468	310.545320	10.724760
472	309.211092	10.827689
476	307.824983	10.920043
480	306.439607	10.742149
484	305.050569	10.802208
488	303.682405	10.705378
492	302.325105	10.739783
496	300.955720	10.692308
500	299.576936	10.719565
504	298.206209	10.675302
508	296.830354	10.588456
512	295.453279	10.650551
516	294.004182	10.689456
520	292.628938	10.333253
524	291.191194	10.190171
528	289.766023	10.226791
532	288.280672	10.176335
536	286.777009	10.037521
540	285.353792	9.864668
544	283.881746	9.954522
548	282.374544	9.893452
552	280.884798	9.804717
556	279.410676	9.788063
560	277.889070	9.920165
564	276.465120	9.948591
568	274.968050	9.967328
572	273.483675	9.903166
576	271.954500	9.958753
580	270.464143	10.140508
584	268.947420	9.983450
588	267.428010	9.900764
592	265.837923	9.725390
596	264.339632	9.891036
600	262.865877	9.680427
604	261.229768	9.685341
608	259.683259	9.537959
612	258.134676	9.569456
616	256.576204	9.545785
620	254.978914	9.440048
624	253.415315	9.355932
628	251.878572	9.202856
632	250.258943	9.202152
636	248.712923	9.267157
640	247.038484	9.179507
644	245.468172	9.218681
648	243.787385	9.124389
652	242.094514	9.118553
656	240.431917	9.041057
660	238.840730	8.727392
664	237.261262	8.723289
668	235.588411	8.694747
672	233.966829	8.625422
676	232.284090	8.553144
680	230.584138	8.673262
684	228.935945	8.612934
688	227.229524	8.517299
692	225.541902	8.580324
696	223.896883	8.410537
700	222.196443	8.434575
704	220.553377	8.416134
708	218.770174	8.311132
712	217.092439	8.511829
716	215.366731	8.283564
720	213.583284	8.337995
724	211.802156	8.448059
728	210.134187	8.470275
732	208.380281	8.331243
736	206.733430	8.306056
740	204.983919	8.128063
744	203.262727	8.132492
748	201.492464	8.112864
752	199.739656	8.059416
756	198.039094	8.147113
760	196.330965	7.953949
764	194.557893	7.759014
768	192.862459	7.718907
772	191.107820	7.904853
776	189.421052	7.915823
780	187.608064	7.733373
784	185.858186	7.641492
788	184.114656	7.643819
792	182.439973	7.442338
796	180.695222	7.505767
800	178.920442	7.404463
804	177.078889	7.515711
808	175.340486	7.505727
812	173.576692	7.493079
816	171.706697	7.507106
820	169.900667	7.412092
824	168.075716	7.289004
828	166.320589	7.335354
832	164.401277	7.118153
836	162.629060	7.208877
840	160.758577	7.278373
844	158.970003	6.997922
848	157.074373	7.008668
852	155.206453	6.879085
856	153.298494	7.058626
860	151.407747	7.144598
864	149.595247	6.918833
868	147.646150	6.799464
872	145.829500	6.784110
876	143.886995	7.038331
880	142.093172	6.931076
884	140.240266	6.878453
888	138.293611	6.698010
892	136.341829	6.583510
896	134.457185	6.766812
900	132.420320	6.643194
904	130.527498	6.569837
908	128.593904	6.290106
912	126.601717	6.493962
916	124.613557	6.435547
920	122.690706	6.467457
924	120.594636	6.281236
928	118.677766	6.278405
932	116.557649	6.149980
936	114.532259	6.118234
940	112.470857	6.048370
944	110.417879	5.922636
948	108.393709	5.923539
952	106.246736	5.859601
956	104.134187	5.754270
960	101.983186	5.760129
964	99.756746	5.785119
968	97.629915	5.720430
972	95.520174	5.616675
976	93.331209	5.311350
980	91.102815	5.207408
984	88.873811	5.089682
988	86.746492	4.983429
992	84.495271	4.938912
996	82.313631	5.143888
1000	80.031648	5.140863
1004	77.889680	5.133735
1008	75.430574	4.814796
1012	73.254426	4.810198
1016	70.925935	4.759323
1020	68.675325	4.679014
1024	66.258211	4.466408
1028	63.964632	4.465769
1032	61.526277	4.307805
1036	59.061555	4.405690
1040	56.623933	4.149218
1044	53.944124	4.033737
1048	51.386873	3.920002
1052	48.705842	3.870759
1056	46.083284	3.548984
1060	43.530672	3.387176
1064	40.881258	3.253088
1068	37.853548	3.045907
1072	35.090974	3.059111
1076	32.046175	2.740567
1080	28.621248	2.748567
1084	25.490755	2.577209
1088	21.904817	2.149931
1092	18.148714	1.814700
1096	13.740633	1.511539
1100	9.167757	1.045950
1104	-33748.726164	0.000000
1108	-33748.726164	0.000000
1112	-33748.726164	0.000000
1116	-33748.726164	0.000000
1120	-33748.726164	0.000000
1124	-33748.726164	0.000000
1128	-33748.726164	0.000000
1132	-33748.726164	0.000000
1136	-33748.726164	0.000000
1140	-33748.726164	0.000000
1144	-33748.726164	0.000000
1148	-33748.726164	0.000000
1152	-33748.726164	0.000000
