Sample	Temp	Count
0	2.150000	0
1	2.151508	0
2	2.153015	0
3	2.154523	0
4	2.156030	0
5	2.157538	0
6	2.159045	0
7	2.160553	0
8	2.162060	0
9	2.163568	0
10	2.165075	0
11	2.166583	0
12	2.168090	0
13	2.169598	0
14	2.171106	0
15	2.172613	0
16	2.174121	0
17	2.175628	0
18	2.177136	0
19	2.178643	1
20	2.180151	0
21	2.181658	0
22	2.183166	1
23	2.184673	0
24	2.186181	0
25	2.187688	0
26	2.189196	0
27	2.190704	0
28	2.192211	1
29	2.193719	0
30	2.195226	0
31	2.196734	0
32	2.198241	0
33	2.199749	4
34	2.201256	1
35	2.202764	0
36	2.204271	0
37	2.205779	1
38	2.207286	1
39	2.208794	2
40	2.210302	1
41	2.211809	1
42	2.213317	5
43	2.214824	2
44	2.216332	3
45	2.217839	4
46	2.219347	8
47	2.220854	6
48	2.222362	4
49	2.223869	5
50	2.225377	7
51	2.226884	11
52	2.228392	5
53	2.229899	15
54	2.231407	17
55	2.232915	15
56	2.234422	17
57	2.235930	21
58	2.237437	30
59	2.238945	23
60	2.240452	32
61	2.241960	38
62	2.243467	45
63	2.244975	32
64	2.246482	47
65	2.247990	40
66	2.249497	52
67	2.251005	48
68	2.252513	51
69	2.254020	72
70	2.255528	75
71	2.257035	83
72	2.258543	79
73	2.260050	99
74	2.261558	95
75	2.263065	98
76	2.264573	108
77	2.266080	121
78	2.267588	122
79	2.269095	140
80	2.270603	132
81	2.272111	141
82	2.273618	134
83	2.275126	138
84	2.276633	147
85	2.278141	166
86	2.279648	155
87	2.281156	183
88	2.282663	178
89	2.284171	181
90	2.285678	187
91	2.287186	178
92	2.288693	183
93	2.290201	215
94	2.291709	189
95	2.293216	225
96	2.294724	210
97	2.296231	236
98	2.297739	200
99	2.299246	202
100	2.300754	226
101	2.302261	183
102	2.303769	178
103	2.305276	212
104	2.306784	211
105	2.308291	197
106	2.309799	158
107	2.311307	173
108	2.312814	186
109	2.314322	157
110	2.315829	155
111	2.317337	149
112	2.318844	144
113	2.320352	157
114	2.321859	141
115	2.323367	126
116	2.324874	137
117	2.326382	136
118	2.327889	112
119	2.329397	124
120	2.330905	104
121	2.332412	120
122	2.333920	104
123	2.335427	86
124	2.336935	77
125	2.338442	72
126	2.339950	74
127	2.341457	71
128	2.342965	55
129	2.344472	45
130	2.345980	59
131	2.347487	48
132	2.348995	52
133	2.350503	47
134	2.352010	47
135	2.353518	40
136	2.355025	37
137	2.356533	41
138	2.358040	25
139	2.359548	19
140	2.361055	23
141	2.362563	18
142	2.364070	32
143	2.365578	26
144	2.367085	13
145	2.368593	21
146	2.370101	12
147	2.371608	20
148	2.373116	11
149	2.374623	6
150	2.376131	6
151	2.377638	5
152	2.379146	9
153	2.380653	2
154	2.382161	4
155	2.383668	6
156	2.385176	2
157	2.386683	5
158	2.388191	3
159	2.389698	2
160	2.391206	5
161	2.392714	2
162	2.394221	1
163	2.395729	1
164	2.397236	0
165	2.398744	0
166	2.400251	2
167	2.401759	0
168	2.403266	2
169	2.404774	2
170	2.406281	0
171	2.407789	0
172	2.409296	1
173	2.410804	0
174	2.412312	0
175	2.413819	0
176	2.415327	1
177	2.416834	2
178	2.418342	0
179	2.419849	0
180	2.421357	1
181	2.422864	0
182	2.424372	0
183	2.425879	0
184	2.427387	0
185	2.428894	0
186	2.430402	0
187	2.431910	0
188	2.433417	0
189	2.434925	0
190	2.436432	0
191	2.437940	0
192	2.439447	0
193	2.440955	0
194	2.442462	0
195	2.443970	0
196	2.445477	0
197	2.446985	0
198	2.448492	0
199	2.450000	0
