Energy	ln(density of states)
-8992	1627.774187	2868.773410
-8988	1628.478532	2868.084414
-8984	1629.159517	2867.171211
-8980	1629.846010	2866.262956
-8976	1630.536684	2865.264026
-8972	1631.211000	2864.598368
-8968	1631.901582	2863.579155
-8964	1632.587266	2862.760647
-8960	1633.277345	2861.733910
-8956	1633.971071	2860.835864
-8952	1634.641634	2859.931029
-8948	1635.351564	2859.059559
-8944	1636.021028	2858.074410
-8940	1636.715898	2857.305428
-8936	1637.413072	2856.327377
-8932	1638.093706	2855.416124
-8928	1638.788621	2854.566436
-8924	1639.459520	2853.592425
-8920	1640.151353	2852.715423
-8916	1640.839906	2851.858509
-8912	1641.522707	2850.916590
-8908	1642.215074	2849.914717
-8904	1642.900514	2849.103586
-8900	1643.589067	2848.152653
-8896	1644.272203	2847.212306
-8892	1644.956377	2846.401290
-8888	1645.652833	2845.293746
-8884	1646.333604	2844.454312
-8880	1647.000871	2843.604656
-8876	1647.698961	2842.935519
-8872	1648.383073	2841.847340
-8868	1649.049745	2841.189353
-8864	1649.735490	2840.188829
-8860	1650.431947	2839.504884
-8856	1651.105806	2838.310522
-8852	1651.805330	2837.625744
-8848	1652.473909	2836.521380
-8844	1653.166780	2835.858991
-8840	1653.862916	2835.024564
-8836	1654.531831	2834.135685
-8832	1655.226671	2833.217536
-8828	1655.907854	2832.130443
-8824	1656.592409	2831.452210
-8820	1657.279420	2830.442378
-8816	1657.956209	2829.540417
-8812	1658.654024	2828.653554
-8808	1659.316423	2827.836880
-8804	1660.008790	2826.980261
-8800	1660.694841	2825.920514
-8796	1661.378770	2825.117762
-8792	1662.058290	2824.260364
-8788	1662.737794	2823.522279
-8784	1663.412248	2822.545981
-8780	1664.101381	2821.748220
-8776	1664.782472	2820.729804
-8772	1665.472826	2820.083128
-8768	1666.153474	2818.836671
-8764	1666.836671	2818.118192
-8760	1667.521852	2817.177752
-8756	1668.203081	2816.019471
-8752	1668.882188	2815.289650
-8748	1669.566530	2814.304370
-8744	1670.261522	2813.367715
-8740	1670.946962	2812.478208
-8736	1671.611238	2811.480667
-8732	1672.314165	2810.619229
-8728	1673.000169	2809.591293
-8724	1673.674852	2808.691978
-8720	1674.349275	2807.944080
-8716	1675.050508	2806.934367
-8712	1675.715898	2806.235139
-8708	1676.396196	2805.372588
-8704	1677.095445	2804.545278
-8700	1677.755495	2803.473498
-8696	1678.450563	2802.522939
-8692	1679.138933	2801.689556
-8688	1679.811723	2800.761187
-8684	1680.497514	2799.832585
-8680	1681.177415	2798.955302
-8676	1681.862108	2798.088050
-8672	1682.535371	2797.273875
-8668	1683.214403	2796.320029
-8664	1683.902940	2795.335440
-8660	1684.582536	2794.447559
-8656	1685.257387	2793.782631
-8652	1685.932146	2792.635963
-8648	1686.622163	2791.731961
-8644	1687.303667	2790.793642
-8640	1687.973649	2789.966467
-8636	1688.665529	2789.053112
-8632	1689.332216	2788.194095
-8628	1690.012025	2787.141840
-8624	1690.681978	2786.323966
-8620	1691.354784	2785.568503
-8616	1692.022661	2784.566055
-8612	1692.698961	2783.682097
-8608	1693.373674	2782.706443
-8604	1694.054887	2782.070537
-8600	1694.724672	2781.214442
-8596	1695.415483	2780.373632
-8592	1696.074541	2779.447487
-8588	1696.763750	2778.493805
-8584	1697.442461	2777.781362
-8580	1698.125795	2776.826197
-8576	1698.801546	2775.927889
-8572	1699.469545	2775.257142
-8568	1700.155015	2774.260480
-8564	1700.837831	2773.163303
-8560	1701.506868	2772.228111
-8556	1702.195375	2771.378642
-8552	1702.854906	2770.341705
-8548	1703.548982	2769.387427
-8544	1704.228960	2768.423235
-8540	1704.900560	2767.706049
-8536	1705.583162	2766.564492
-8532	1706.263460	2765.784683
-8528	1706.937440	2764.799607
-8524	1707.609560	2763.894031
-8520	1708.280977	2762.986166
-8516	1708.957963	2762.049881
-8512	1709.640794	2761.006236
-8508	1710.303331	2760.062684
-8504	1710.978960	2759.252956
-8500	1711.646013	2758.301892
-8496	1712.334779	2757.367789
-8492	1712.997453	2756.626384
-8488	1713.675447	2755.641974
-8484	1714.343843	2754.712964
-8480	1715.021638	2753.622703
-8476	1715.699144	2752.847868
-8472	1716.371660	2751.839988
-8468	1717.056322	2750.703410
-8464	1717.733263	2749.851871
-8460	1718.409364	2748.866853
-8456	1719.077150	2747.861748
-8452	1719.778749	2746.969851
-8448	1720.431337	2746.031264
-8444	1721.099946	2745.374943
-8440	1721.786500	2744.174025
-8436	1722.453065	2743.223385
-8432	1723.123170	2742.575957
-8428	1723.802049	2741.437561
-8424	1724.476137	2740.589374
-8420	1725.136796	2739.627713
-8416	1725.824495	2738.734861
-8412	1726.488130	2737.681752
-8408	1727.177431	2736.942379
-8404	1727.851900	2735.921290
-8400	1728.532747	2734.936019
-8396	1729.212678	2733.997180
-8392	1729.878847	2733.182663
-8388	1730.562608	2732.393983
-8384	1731.231218	2731.437796
-8380	1731.916978	2730.419138
-8376	1732.583208	2729.596319
-8372	1733.264406	2728.586165
-8368	1733.939424	2727.807205
-8364	1734.616792	2726.674527
-8360	1735.295534	2725.747882
-8356	1735.967332	2724.794244
-8352	1736.643663	2723.783442
-8348	1737.304338	2723.086875
-8344	1737.991457	2721.994526
-8340	1738.658174	2721.094856
-8336	1739.340974	2720.204959
-8332	1740.007280	2719.266986
-8328	1740.676622	2718.303653
-8324	1741.358140	2717.311094
-8320	1742.024873	2716.336888
-8316	1742.701768	2715.444209
-8312	1743.377763	2714.449786
-8308	1744.043077	2713.535758
-8304	1744.710252	2712.547739
-8300	1745.392793	2711.742560
-8296	1746.066072	2710.837560
-8292	1746.715333	2709.922102
-8288	1747.397645	2709.034661
-8284	1748.061342	2708.170786
-8280	1748.730592	2707.154372
-8276	1749.386140	2706.155936
-8272	1750.072038	2705.208333
-8268	1750.737810	2704.424115
-8264	1751.409242	2703.263458
-8260	1752.094133	2702.272662
-8256	1752.759004	2701.253747
-8252	1753.421754	2700.501040
-8248	1754.084138	2699.228554
-8244	1754.760713	2698.357090
-8240	1755.423631	2697.578061
-8236	1756.094255	2696.597041
-8232	1756.774660	2695.609428
-8228	1757.447587	2694.515678
-8224	1758.105669	2693.629276
-8220	1758.785966	2692.543869
-8216	1759.448549	2691.734718
-8212	1760.119478	2690.696274
-8208	1760.794328	2689.535624
-8204	1761.465440	2688.686514
-8200	1762.132371	2687.704662
-8196	1762.802644	2686.881922
-8192	1763.471956	2685.632004
-8188	1764.149690	2684.727337
-8184	1764.805009	2683.652633
-8180	1765.481279	2682.937931
-8176	1766.156557	2681.805791
-8172	1766.819673	2680.836363
-8168	1767.494478	2679.810749
-8164	1768.176897	2678.831296
-8160	1768.836092	2677.701260
-8156	1769.518999	2676.965652
-8152	1770.172929	2675.922731
-8148	1770.848787	2674.755279
-8144	1771.514543	2674.003913
-8140	1772.184541	2672.777771
-8136	1772.841386	2671.845372
-8132	1773.503160	2670.798578
-8128	1774.185030	2669.861665
-8124	1774.855257	2668.800025
-8120	1775.519090	2667.990700
-8116	1776.182741	2667.104461
-8112	1776.850175	2666.193254
-8108	1777.528245	2665.161381
-8104	1778.200456	2664.111568
-8100	1778.867509	2663.187979
-8096	1779.528764	2662.239972
-8092	1780.199312	2661.102699
-8088	1780.868608	2660.178013
-8084	1781.539598	2659.049113
-8080	1782.205308	2658.067664
-8076	1782.872804	2657.209400
-8072	1783.546312	2656.117561
-8068	1784.225084	2655.228990
-8064	1784.882249	2654.183973
-8060	1785.559709	2653.137785
-8056	1786.225282	2652.349324
-8052	1786.898530	2651.524870
-8048	1787.569627	2650.484843
-8044	1788.240968	2649.242722
-8040	1788.908647	2648.463172
-8036	1789.578310	2647.354592
-8032	1790.233400	2646.568237
-8028	1790.915712	2645.456147
-8024	1791.577226	2644.580496
-8020	1792.246065	2643.710303
-8016	1792.916231	2643.021710
-8012	1793.573244	2641.819308
-8008	1794.250139	2641.039093
-8004	1794.916963	2640.139771
-8000	1795.575548	2639.236635
-7996	1796.262987	2638.342686
-7992	1796.928300	2637.069430
-7988	1797.605608	2636.313124
-7984	1798.266603	2635.328993
-7980	1798.919496	2634.343903
-7976	1799.584810	2633.285564
-7972	1800.257448	2632.280781
-7968	1800.925066	2631.497825
-7964	1801.587999	2630.357159
-7960	1802.247896	2629.399785
-7956	1802.913438	2628.490433
-7952	1803.573671	2627.511639
-7948	1804.241395	2626.443714
-7944	1804.907838	2625.434781
-7940	1805.582109	2624.584925
-7936	1806.226854	2623.572482
-7932	1806.904665	2622.624780
-7928	1807.563264	2621.834962
-7924	1808.242509	2620.653432
-7920	1808.899492	2619.816064
-7916	1809.571489	2618.783279
-7912	1810.226991	2617.802150
-7908	1810.887437	2616.831978
-7904	1811.543748	2615.668107
-7900	1812.203813	2614.843380
-7896	1812.870439	2613.715785
-7892	1813.540224	2612.718765
-7888	1814.187761	2611.823025
-7884	1814.861040	2610.562445
-7880	1815.518312	2609.733055
-7876	1816.171449	2608.881392
-7872	1816.841737	2607.872197
-7868	1817.493211	2606.794649
-7864	1818.173494	2605.825324
-7860	1818.818147	2605.148800
-7856	1819.483217	2604.130249
-7852	1820.134019	2603.092406
-7848	1820.805543	2602.164288
-7844	1821.468263	2601.222704
-7840	1822.129762	2600.244101
-7836	1822.802660	2599.287881
-7832	1823.477037	2598.253433
-7828	1824.130357	2597.325886
-7824	1824.794343	2595.988639
-7820	1825.460130	2594.998568
-7816	1826.112688	2593.972617
-7812	1826.774477	2592.915311
-7808	1827.450380	2591.922903
-7804	1828.105287	2590.886807
-7800	1828.756105	2589.923784
-7796	1829.436418	2588.843786
-7792	1830.093187	2587.812066
-7788	1830.762865	2586.837096
-7784	1831.423158	2585.867848
-7780	1832.084749	2584.724899
-7776	1832.749162	2583.732098
-7772	1833.395204	2582.483803
-7768	1834.061738	2581.593707
-7764	1834.723772	2580.587351
-7760	1835.393144	2579.493934
-7756	1836.044054	2578.601071
-7752	1836.711809	2577.559972
-7748	1837.369325	2576.775058
-7744	1838.039217	2575.824619
-7740	1838.705263	2574.440938
-7736	1839.357927	2573.794570
-7732	1840.025270	2572.754774
-7728	1840.699358	2571.598640
-7724	1841.355638	2570.527744
-7720	1842.016252	2569.576229
-7716	1842.690599	2568.395232
-7712	1843.347673	2567.432928
-7708	1844.012117	2566.210588
-7704	1844.682390	2565.306481
-7700	1845.347139	2564.375940
-7696	1845.997804	2563.414324
-7692	1846.652483	2562.557011
-7688	1847.320177	2561.644664
-7684	1847.995225	2560.613553
-7680	1848.638902	2559.485839
-7676	1849.295518	2558.689314
-7672	1849.967332	2557.305299
-7668	1850.623979	2556.389494
-7664	1851.284547	2555.524611
-7660	1851.933916	2554.405017
-7656	1852.606813	2553.312229
-7652	1853.252717	2552.130946
-7648	1853.921297	2551.251856
-7644	1854.590700	2549.884798
-7640	1855.255983	2549.043846
-7636	1855.916719	2548.166464
-7632	1856.576982	2546.932318
-7628	1857.236909	2545.882994
-7624	1857.889162	2544.873744
-7620	1858.553102	2543.646910
-7616	1859.209764	2542.574074
-7612	1859.869600	2541.579428
-7608	1860.522920	2540.643185
-7604	1861.188890	2539.558984
-7600	1861.842027	2538.540609
-7596	1862.505403	2537.390109
-7592	1863.159349	2536.302527
-7588	1863.823839	2535.500503
-7584	1864.456941	2534.533331
-7580	1865.128206	2533.311740
-7576	1865.775865	2532.263023
-7572	1866.429597	2531.447062
-7568	1867.082490	2530.182962
-7564	1867.746812	2529.317770
-7560	1868.401704	2528.247795
-7556	1869.062944	2527.302963
-7552	1869.713274	2526.143194
-7548	1870.377077	2525.225731
-7544	1871.038454	2524.052840
-7540	1871.689500	2523.320311
-7536	1872.367387	2522.088498
-7532	1873.007600	2521.108806
-7528	1873.690446	2520.038604
-7524	1874.337678	2519.104278
-7520	1875.002473	2518.069189
-7516	1875.654848	2516.887830
-7512	1876.314058	2515.778087
-7508	1876.966234	2514.686110
-7504	1877.628755	2513.615816
-7500	1878.275682	2512.610963
-7496	1878.942064	2511.568672
-7492	1879.597047	2510.604600
-7488	1880.248338	2509.604567
-7484	1880.897279	2508.275097
-7480	1881.564088	2507.590149
-7476	1882.220689	2506.274369
-7472	1882.871065	2505.414523
-7468	1883.527376	2504.476604
-7464	1884.183534	2503.598797
-7460	1884.831895	2502.492866
-7456	1885.489351	2501.487717
-7452	1886.148378	2500.704926
-7448	1886.793779	2499.621023
-7444	1887.457902	2498.762366
-7440	1888.120180	2497.680142
-7436	1888.784990	2496.371408
-7432	1889.431978	2495.438781
-7428	1890.095659	2494.616904
-7424	1890.750154	2493.516396
-7420	1891.404909	2492.430542
-7416	1892.072450	2491.544982
-7412	1892.718904	2490.426954
-7408	1893.373918	2489.209020
-7404	1894.034868	2488.300389
-7400	1894.700181	2487.315364
-7396	1895.348833	2486.122657
-7392	1896.005830	2485.202641
-7388	1896.658754	2483.958665
-7384	1897.319658	2483.054624
-7380	1897.985094	2481.719035
-7376	1898.626222	2480.715819
-7372	1899.286088	2479.728949
-7368	1899.930406	2478.654650
-7364	1900.576875	2477.709777
-7360	1901.244264	2476.608159
-7356	1901.867769	2475.503078
-7352	1902.540727	2474.579005
-7348	1903.189958	2473.410868
-7344	1903.843248	2472.493101
-7340	1904.505342	2471.382050
-7336	1905.158647	2470.267498
-7332	1905.818559	2469.026109
-7328	1906.470018	2468.200847
-7324	1907.124574	2467.243686
-7320	1907.778505	2466.227328
-7316	1908.419923	2465.113672
-7312	1909.086702	2464.146953
-7308	1909.737779	2463.250977
-7304	1910.392717	2461.898846
-7300	1911.054780	2460.627434
-7296	1911.710741	2459.574850
-7292	1912.356615	2458.401990
-7288	1913.014650	2457.219515
-7284	1913.659013	2456.284812
-7280	1914.322359	2455.162799
-7276	1914.982347	2454.299673
-7272	1915.615343	2453.125294
-7268	1916.267366	2452.087020
-7264	1916.927064	2451.054258
-7260	1917.583208	2449.969172
-7256	1918.229860	2448.986685
-7252	1918.883760	2447.572458
-7248	1919.523576	2446.592043
-7244	1920.185441	2445.462709
-7240	1920.825929	2444.328564
-7236	1921.487092	2443.328111
-7232	1922.133943	2442.237850
-7228	1922.773378	2441.124996
-7224	1923.428545	2440.193858
-7220	1924.086244	2438.794379
-7216	1924.740678	2437.743462
-7212	1925.388673	2436.724024
-7208	1926.048799	2435.735796
-7204	1926.689104	2434.692400
-7200	1927.353807	2433.531688
-7196	1927.997194	2432.319579
-7192	1928.657320	2431.033817
-7188	1929.321886	2430.113048
-7184	1929.961900	2428.909618
-7180	1930.603136	2428.083245
-7176	1931.261995	2427.051872
-7172	1931.912263	2426.171309
-7168	1932.563447	2424.860684
-7164	1933.214937	2424.018975
-7160	1933.862504	2422.752022
-7156	1934.513505	2421.631810
-7152	1935.175340	2420.543641
-7148	1935.822404	2419.274480
-7144	1936.484636	2418.200202
-7140	1937.136400	2417.197834
-7136	1937.787004	2415.945129
-7132	1938.450990	2414.940741
-7128	1939.095644	2413.941646
-7124	1939.744890	2412.670762
-7120	1940.405870	2411.657181
-7116	1941.043535	2410.710156
-7112	1941.722581	2409.541137
-7108	1942.362169	2408.297097
-7104	1943.010164	2407.237635
-7100	1943.674913	2406.026156
-7096	1944.327623	2405.152246
-7092	1944.974870	2403.715722
-7088	1945.627824	2402.745692
-7084	1946.268999	2401.532331
-7080	1946.920656	2400.224868
-7076	1947.562013	2399.095542
-7072	1948.199281	2398.070483
-7068	1948.870180	2397.159626
-7064	1949.512804	2395.806867
-7060	1950.161088	2394.948431
-7056	1950.810884	2393.654792
-7052	1951.467622	2392.608693
-7048	1952.107545	2391.632727
-7044	1952.764162	2390.446235
-7040	1953.422548	2389.431347
-7036	1954.061311	2388.523075
-7032	1954.713640	2387.511898
-7028	1955.373704	2386.617454
-7024	1956.027238	2385.568782
-7020	1956.666566	2384.237351
-7016	1957.326921	2383.312270
-7012	1957.981462	2382.161742
-7008	1958.624742	2380.972608
-7004	1959.275194	2380.038038
-7000	1959.915300	2378.713132
-6996	1960.568025	2377.847200
-6992	1961.219774	2376.513381
-6988	1961.868867	2375.396607
-6984	1962.513536	2374.225779
-6980	1963.166734	2373.197684
-6976	1963.802156	2371.859184
-6972	1964.436906	2371.088490
-6968	1965.087404	2369.567258
-6964	1965.736925	2368.429146
-6960	1966.392519	2367.340592
-6956	1967.041368	2366.062734
-6952	1967.694353	2364.811117
-6948	1968.335573	2363.633232
-6944	1968.974245	2362.777672
-6940	1969.616212	2361.366464
-6936	1970.261781	2360.192976
-6932	1970.904603	2359.225521
-6928	1971.556718	2358.179919
-6924	1972.212312	2356.706932
-6920	1972.849351	2355.539671
-6916	1973.499895	2354.662560
-6912	1974.152452	2353.409071
-6908	1974.804826	2352.083082
-6904	1975.461961	2350.726820
-6900	1976.089921	2349.792148
-6896	1976.740648	2348.602001
-6892	1977.387514	2347.734410
-6888	1978.021684	2346.701635
-6884	1978.670259	2345.246668
-6880	1979.307863	2344.032964
-6876	1979.960832	2342.866154
-6872	1980.607820	2341.668629
-6868	1981.255296	2340.564702
-6864	1981.902696	2339.692086
-6860	1982.545930	2338.410574
-6856	1983.173524	2337.541916
-6852	1983.830537	2336.298553
-6848	1984.484148	2335.286140
-6844	1985.110826	2334.334384
-6840	1985.760286	2333.077010
-6836	1986.406435	2332.121521
-6832	1987.048524	2331.007409
-6828	1987.693300	2329.703463
-6824	1988.345552	2328.512284
-6820	1988.985368	2327.681379
-6816	1989.625490	2326.153321
-6812	1990.266008	2325.050338
-6808	1990.904268	2323.944375
-6804	1991.553682	2322.659159
-6800	1992.198061	2321.543272
-6796	1992.848558	2320.675607
-6792	1993.496004	2319.100772
-6788	1994.132677	2318.049311
-6784	1994.786623	2316.855131
-6780	1995.422700	2315.579200
-6776	1996.078905	2314.555899
-6772	1996.712892	2313.146292
-6768	1997.376817	2312.114366
-6764	1998.024202	2310.732074
-6760	1998.664033	2309.385546
-6756	1999.323961	2308.515016
-6752	1999.961275	2307.150048
-6748	2000.604509	2305.958889
-6744	2001.253175	2304.708987
-6740	2001.890489	2303.593724
-6736	2002.533464	2302.508962
-6732	2003.177263	2301.294620
-6728	2003.830186	2300.215832
-6724	2004.462724	2299.162417
-6720	2005.109376	2297.396585
-6716	2005.754549	2296.425557
-6712	2006.393754	2295.108848
-6708	2007.033266	2294.161399
-6704	2007.678621	2292.771740
-6700	2008.318803	2291.470629
-6696	2008.969469	2290.256402
-6692	2009.594865	2289.136495
-6688	2010.239763	2288.203924
-6684	2010.872835	2286.891608
-6680	2011.506883	2285.618447
-6676	2012.152116	2284.522070
-6672	2012.799699	2283.357185
-6668	2013.433946	2282.470079
-6664	2014.088731	2281.289591
-6660	2014.724046	2280.106121
-6656	2015.363298	2278.829816
-6652	2015.989442	2277.742846
-6648	2016.633287	2276.277978
-6644	2017.279527	2275.037662
-6640	2017.914293	2273.953841
-6636	2018.562990	2272.804596
-6632	2019.198564	2271.491129
-6628	2019.846040	2270.178278
-6624	2020.481950	2269.077563
-6620	2021.129838	2268.004989
-6616	2021.763017	2266.579523
-6612	2022.401781	2265.599148
-6608	2023.052370	2264.281857
-6604	2023.698518	2263.199563
-6600	2024.338426	2262.147877
-6596	2024.981248	2260.391145
-6592	2025.637529	2259.409873
-6588	2026.276887	2258.136666
-6584	2026.913835	2257.088897
-6580	2027.552873	2256.029906
-6576	2028.196657	2254.829309
-6572	2028.834077	2253.838668
-6568	2029.464479	2252.617674
-6564	2030.118898	2251.726259
-6560	2030.758562	2250.205208
-6556	2031.397310	2249.444693
-6552	2032.043718	2247.935477
-6548	2032.685976	2246.943976
-6544	2033.320024	2245.595875
-6540	2033.968477	2244.590994
-6536	2034.613222	2243.284939
-6532	2035.238115	2241.979851
-6528	2035.893816	2240.799348
-6524	2036.530550	2239.508107
-6520	2037.170122	2238.493152
-6516	2037.817705	2237.329366
-6512	2038.455522	2236.625181
-6508	2039.103212	2235.024751
-6504	2039.737367	2234.022837
-6500	2040.388414	2232.853003
-6496	2041.021410	2231.710684
-6492	2041.660875	2230.264514
-6488	2042.300935	2229.424390
-6484	2042.943101	2227.973407
-6480	2043.565477	2226.650368
-6476	2044.218202	2225.584929
-6472	2044.856111	2224.456471
-6468	2045.484087	2223.032501
-6464	2046.137041	2222.128819
-6460	2046.783006	2220.796125
-6456	2047.414369	2219.451369
-6452	2048.052278	2218.368472
-6448	2048.697359	2217.086376
-6444	2049.324922	2215.892404
-6440	2049.951402	2214.734364
-6436	2050.609727	2213.595939
-6432	2051.243791	2212.043805
-6428	2051.884538	2210.963778
-6424	2052.514543	2209.720269
-6420	2053.156221	2208.208897
-6416	2053.786806	2207.010351
-6412	2054.438676	2205.583407
-6408	2055.072313	2204.686449
-6404	2055.702638	2203.546037
-6400	2056.352617	2202.124713
-6396	2056.989046	2201.182269
-6392	2057.623125	2199.774765
-6388	2058.261064	2198.701548
-6384	2058.898653	2197.413737
-6380	2059.539979	2196.154046
-6376	2060.168016	2194.971207
-6372	2060.807024	2193.566621
-6368	2061.449983	2192.347078
-6364	2062.096467	2191.183576
-6360	2062.731950	2190.044532
-6356	2063.377580	2188.645312
-6352	2064.004259	2187.318034
-6348	2064.649309	2186.383263
-6344	2065.268800	2185.229282
-6340	2065.918687	2183.975751
-6336	2066.545030	2182.895787
-6332	2067.194093	2181.918702
-6328	2067.826829	2180.456551
-6324	2068.450899	2179.267344
-6320	2069.090822	2177.974946
-6316	2069.734651	2176.703263
-6312	2070.364854	2175.266783
-6308	2071.002748	2174.200065
-6304	2071.631593	2172.742289
-6300	2072.256105	2171.567027
-6296	2072.895616	2170.204786
-6292	2073.547533	2168.736265
-6288	2074.174074	2167.331534
-6284	2074.813386	2166.193876
-6280	2075.454195	2164.793304
-6276	2076.090379	2163.554787
-6272	2076.728822	2162.377464
-6268	2077.369112	2160.848694
-6264	2078.008989	2159.492462
-6260	2078.633989	2158.518805
-6256	2079.267396	2157.184339
-6252	2079.912370	2156.311139
-6248	2080.544801	2154.961696
-6244	2081.171434	2153.519614
-6240	2081.822969	2152.336856
-6236	2082.437990	2150.920373
-6232	2083.086366	2149.850816
-6228	2083.712984	2148.726332
-6224	2084.350679	2147.234030
-6220	2084.981721	2145.753903
-6216	2085.613481	2144.673163
-6212	2086.251115	2143.686089
-6208	2086.888246	2142.379332
-6204	2087.531557	2141.293545
-6200	2088.160921	2139.806587
-6196	2088.799776	2138.635950
-6192	2089.431962	2137.599685
-6188	2090.078874	2136.245549
-6184	2090.713808	2134.827025
-6180	2091.344820	2133.863410
-6176	2091.978624	2132.391791
-6172	2092.629594	2131.102049
-6168	2093.247865	2129.920242
-6164	2093.884492	2128.706814
-6160	2094.520998	2127.365044
-6156	2095.156053	2126.096669
-6152	2095.782762	2124.804524
-6148	2096.419679	2123.355730
-6144	2097.052766	2122.110088
-6140	2097.695894	2120.811181
-6136	2098.323915	2119.096661
-6132	2098.970125	2118.192774
-6128	2099.597414	2116.847331
-6124	2100.236299	2115.483360
-6120	2100.862062	2114.071837
-6116	2101.495210	2113.098648
-6112	2102.124513	2111.708998
-6108	2102.763414	2110.523037
-6104	2103.394655	2109.240637
-6100	2104.024415	2108.053986
-6096	2104.659013	2106.707810
-6092	2105.282411	2105.634755
-6088	2105.916780	2104.318429
-6084	2106.553773	2103.038158
-6080	2107.179552	2101.826471
-6076	2107.797868	2100.364309
-6072	2108.434129	2099.376270
-6068	2109.064622	2097.587212
-6064	2109.702089	2096.379100
-6060	2110.335618	2095.042127
-6056	2110.973512	2093.759982
-6052	2111.622835	2092.017711
-6048	2112.245744	2090.931520
-6044	2112.884248	2089.411030
-6040	2113.510789	2087.879975
-6036	2114.136522	2086.686582
-6032	2114.786500	2085.507447
-6028	2115.407320	2084.029990
-6024	2116.049394	2082.918503
-6020	2116.675981	2081.732599
-6016	2117.314241	2080.225223
-6012	2117.945497	2078.818253
-6008	2118.572542	2077.833728
-6004	2119.203310	2076.632815
-6000	2119.844560	2075.267455
-5996	2120.470857	2073.949954
-5992	2121.116212	2072.535412
-5988	2121.738939	2071.635174
-5984	2122.374300	2070.020315
-5980	2123.014528	2068.740528
-5976	2123.644502	2067.298853
-5972	2124.268663	2066.085220
-5968	2124.911104	2065.051295
-5964	2125.538026	2063.037765
-5960	2126.172182	2061.951241
-5956	2126.807970	2060.492155
-5952	2127.431169	2059.134304
-5948	2128.077302	2057.710556
-5944	2128.703889	2056.611689
-5940	2129.342363	2055.145834
-5936	2129.977693	2054.178823
-5932	2130.602632	2052.464729
-5928	2131.247346	2051.330939
-5924	2131.875856	2050.081195
-5920	2132.507967	2048.909632
-5916	2133.142915	2047.141452
-5912	2133.790651	2045.830942
-5908	2134.413576	2044.600598
-5904	2135.037492	2043.103740
-5900	2135.666963	2041.809014
-5896	2136.292406	2040.463234
-5892	2136.929552	2038.759242
-5888	2137.564790	2037.373453
-5884	2138.194231	2036.060561
-5880	2138.823808	2034.267661
-5876	2139.448595	2033.101147
-5872	2140.081224	2031.874734
-5868	2140.701387	2030.631690
-5864	2141.344087	2029.320838
-5860	2141.972963	2028.187765
-5856	2142.602540	2026.189753
-5852	2143.245973	2025.051846
-5848	2143.870286	2023.676045
-5844	2144.513231	2022.100498
-5840	2145.142061	2020.957442
-5836	2145.782777	2019.449732
-5832	2146.402742	2018.039215
-5828	2147.041643	2016.911835
-5824	2147.667940	2015.481884
-5820	2148.294221	2014.084507
-5816	2148.932573	2012.702524
-5812	2149.545854	2011.099186
-5808	2150.177339	2009.957859
-5804	2150.802949	2008.442332
-5800	2151.435701	2006.929388
-5796	2152.069307	2005.244344
-5792	2152.697969	2004.198751
-5788	2153.324342	2002.734401
-5784	2153.950426	2001.305543
-5780	2154.595369	1999.944703
-5776	2155.209596	1998.371327
-5772	2155.834047	1997.011987
-5768	2156.458833	1995.230827
-5764	2157.097871	1994.612441
-5760	2157.720094	1992.845117
-5756	2158.353792	1991.661950
-5752	2158.978090	1990.018698
-5748	2159.616197	1989.074852
-5744	2160.252275	1987.722696
-5740	2160.871385	1986.597112
-5736	2161.509859	1985.142235
-5732	2162.131578	1983.429979
-5728	2162.760835	1982.396654
-5724	2163.387315	1980.975274
-5720	2164.015245	1979.439619
-5716	2164.632616	1977.959009
-5712	2165.263170	1977.048575
-5708	2165.886858	1975.744504
-5704	2166.505556	1974.053549
-5700	2167.144243	1972.998522
-5696	2167.770784	1971.624334
-5692	2168.392244	1970.000674
-5688	2169.045488	1968.834112
-5684	2169.657854	1967.211995
-5680	2170.299181	1965.955182
-5676	2170.915529	1964.662762
-5672	2171.541063	1963.287148
-5668	2172.177034	1961.967961
-5664	2172.804033	1960.352253
-5660	2173.437410	1958.965203
-5656	2174.069139	1957.627604
-5652	2174.685976	1956.355755
-5648	2175.315111	1955.205931
-5644	2175.937318	1953.733720
-5640	2176.567811	1952.173659
-5636	2177.192964	1950.869704
-5632	2177.826402	1949.184579
-5628	2178.450304	1948.098752
-5624	2179.067537	1946.580582
-5620	2179.695802	1944.622474
-5616	2180.338884	1943.243087
-5612	2180.955217	1941.768913
-5608	2181.589860	1939.948024
-5604	2182.219285	1938.915413
-5600	2182.848421	1937.398307
-5596	2183.468812	1935.863040
-5592	2184.099107	1934.340628
-5588	2184.717317	1932.930663
-5584	2185.363298	1931.735626
-5580	2185.974123	1930.211528
-5576	2186.612596	1928.811288
-5572	2187.243684	1927.619538
-5568	2187.854799	1925.808432
-5564	2188.492265	1924.537976
-5560	2189.116838	1923.083059
-5556	2189.731905	1921.594385
-5552	2190.363649	1919.968856
-5548	2190.995180	1918.457496
-5544	2191.601015	1916.811564
-5540	2192.234727	1915.355902
-5536	2192.851655	1914.003567
-5532	2193.478929	1912.443075
-5528	2194.105562	1910.931764
-5524	2194.730012	1909.384216
-5520	2195.352205	1907.815220
-5516	2195.980104	1906.264369
-5512	2196.617815	1904.918978
-5508	2197.233171	1903.451478
-5504	2197.865098	1902.141837
-5500	2198.490846	1900.126659
