Sample	Temp	Count
0	10.000000	0
1	9.954774	0
2	9.909548	0
3	9.864322	0
4	9.819095	0
5	9.773869	0
6	9.728643	0
7	9.683417	0
8	9.638191	0
9	9.592965	0
10	9.547739	0
11	9.502513	0
12	9.457286	0
13	9.412060	0
14	9.366834	0
15	9.321608	0
16	9.276382	0
17	9.231156	0
18	9.185930	0
19	9.140704	0
20	9.095477	0
21	9.050251	0
22	9.005025	0
23	8.959799	0
24	8.914573	0
25	8.869347	0
26	8.824121	0
27	8.778894	0
28	8.733668	0
29	8.688442	0
30	8.643216	0
31	8.597990	0
32	8.552764	0
33	8.507538	0
34	8.462312	0
35	8.417085	0
36	8.371859	0
37	8.326633	0
38	8.281407	0
39	8.236181	0
40	8.190955	0
41	8.145729	0
42	8.100503	0
43	8.055276	0
44	8.010050	0
45	7.964824	0
46	7.919598	0
47	7.874372	0
48	7.829146	0
49	7.783920	0
50	7.738693	0
51	7.693467	0
52	7.648241	0
53	7.603015	0
54	7.557789	0
55	7.512563	0
56	7.467337	0
57	7.422111	0
58	7.376884	0
59	7.331658	0
60	7.286432	0
61	7.241206	0
62	7.195980	0
63	7.150754	0
64	7.105528	0
65	7.060302	0
66	7.015075	0
67	6.969849	0
68	6.924623	0
69	6.879397	0
70	6.834171	0
71	6.788945	0
72	6.743719	0
73	6.698492	0
74	6.653266	0
75	6.608040	0
76	6.562814	0
77	6.517588	0
78	6.472362	0
79	6.427136	0
80	6.381910	0
81	6.336683	0
82	6.291457	0
83	6.246231	0
84	6.201005	0
85	6.155779	0
86	6.110553	0
87	6.065327	0
88	6.020101	0
89	5.974874	0
90	5.929648	0
91	5.884422	0
92	5.839196	0
93	5.793970	0
94	5.748744	0
95	5.703518	0
96	5.658291	0
97	5.613065	0
98	5.567839	0
99	5.522613	0
100	5.477387	0
101	5.432161	0
102	5.386935	0
103	5.341709	0
104	5.296482	0
105	5.251256	0
106	5.206030	0
107	5.160804	0
108	5.115578	0
109	5.070352	0
110	5.025126	0
111	4.979899	0
112	4.934673	0
113	4.889447	0
114	4.844221	0
115	4.798995	0
116	4.753769	0
117	4.708543	0
118	4.663317	0
119	4.618090	0
120	4.572864	0
121	4.527638	0
122	4.482412	0
123	4.437186	0
124	4.391960	0
125	4.346734	0
126	4.301508	1
127	4.256281	0
128	4.211055	0
129	4.165829	0
130	4.120603	0
131	4.075377	0
132	4.030151	0
133	3.984925	0
134	3.939698	0
135	3.894472	0
136	3.849246	0
137	3.804020	0
138	3.758794	0
139	3.713568	0
140	3.668342	0
141	3.623116	0
142	3.577889	0
143	3.532663	0
144	3.487437	0
145	3.442211	0
146	3.396985	0
147	3.351759	0
148	3.306533	0
149	3.261307	0
150	3.216080	0
151	3.170854	0
152	3.125628	0
153	3.080402	0
154	3.035176	0
155	2.989950	0
156	2.944724	0
157	2.899497	0
158	2.854271	0
159	2.809045	0
160	2.763819	0
161	2.718593	0
162	2.673367	0
163	2.628141	0
164	2.582915	0
165	2.537688	0
166	2.492462	0
167	2.447236	0
168	2.402010	0
169	2.356784	0
170	2.311558	0
171	2.266332	0
172	2.221106	0
173	2.175879	0
174	2.130653	0
175	2.085427	0
176	2.040201	0
177	1.994975	0
178	1.949749	0
179	1.904523	0
180	1.859296	0
181	1.814070	0
182	1.768844	0
183	1.723618	0
184	1.678392	0
185	1.633166	0
186	1.587940	0
187	1.542714	0
188	1.497487	0
189	1.452261	0
190	1.407035	0
191	1.361809	0
192	1.316583	0
193	1.271357	0
194	1.226131	0
195	1.180905	0
196	1.135678	0
197	1.090452	0
198	1.045226	0
199	1.000000	0
