Temp	Magnetization	Heat capacity	Energy
2.500000	0.206219	8.840487E-004	-1.108365
2.497487	0.209075	8.874220E-004	-1.110072
2.494975	0.203380	8.802705E-004	-1.109869
2.492462	0.206450	8.814855E-004	-1.114648
2.489950	0.209340	8.905776E-004	-1.117813
2.487437	0.210943	8.998516E-004	-1.117481
2.484925	0.215684	8.915985E-004	-1.119858
2.482412	0.213869	9.074263E-004	-1.123803
2.479899	0.215345	9.264026E-004	-1.126207
2.477387	0.218765	9.078996E-004	-1.128398
2.474874	0.226436	9.371543E-004	-1.131238
2.472362	0.226564	9.283749E-004	-1.133309
2.469849	0.218024	9.171395E-004	-1.133102
2.467337	0.222864	9.433605E-004	-1.135885
2.464824	0.223739	9.505997E-004	-1.137824
2.462312	0.233989	9.660695E-004	-1.143066
2.459799	0.230251	9.852892E-004	-1.144776
2.457286	0.231519	9.801537E-004	-1.147170
2.454774	0.235067	9.790500E-004	-1.149286
2.452261	0.251739	1.010675E-003	-1.155688
2.449749	0.244253	1.005555E-003	-1.155984
2.447236	0.244091	1.015238E-003	-1.158082
2.444724	0.248762	1.045984E-003	-1.161225
2.442211	0.259316	1.058509E-003	-1.164887
2.439698	0.242742	1.027035E-003	-1.162296
2.437186	0.255077	1.005349E-003	-1.167294
2.434673	0.257772	1.100693E-003	-1.171603
2.432161	0.271991	1.054527E-003	-1.175842
2.429648	0.279134	1.105431E-003	-1.178313
2.427136	0.284347	1.141413E-003	-1.180565
2.424623	0.281921	1.152381E-003	-1.182962
2.422111	0.280031	1.134167E-003	-1.185244
2.419598	0.280534	1.138282E-003	-1.187518
2.417085	0.294611	1.177928E-003	-1.192544
2.414573	0.302627	1.190313E-003	-1.196999
2.412060	0.288563	1.153750E-003	-1.195225
2.409548	0.308005	1.241039E-003	-1.202099
2.407035	0.298992	1.192165E-003	-1.201922
2.404523	0.301928	1.206275E-003	-1.204968
2.402010	0.303133	1.235748E-003	-1.208466
2.399497	0.332319	1.262695E-003	-1.216718
2.396985	0.326008	1.307509E-003	-1.218535
2.394472	0.321259	1.304825E-003	-1.218254
2.391960	0.313079	1.254535E-003	-1.217336
2.389447	0.346638	1.283194E-003	-1.227848
2.386935	0.349967	1.351318E-003	-1.233397
2.384422	0.351836	1.366500E-003	-1.235078
2.381910	0.351748	1.393040E-003	-1.237461
2.379397	0.342358	1.389731E-003	-1.236674
2.376884	0.355108	1.387883E-003	-1.242702
2.374372	0.366186	1.403258E-003	-1.247133
2.371859	0.363833	1.409671E-003	-1.249949
2.369347	0.384481	1.449607E-003	-1.256509
2.366834	0.393957	1.485580E-003	-1.261355
2.364322	0.371298	1.536460E-003	-1.257854
2.361809	0.413785	1.591759E-003	-1.272588
2.359296	0.408914	1.546493E-003	-1.274996
2.356784	0.415553	1.548267E-003	-1.276709
2.354271	0.416830	1.531738E-003	-1.276921
2.351759	0.433168	1.551822E-003	-1.285756
2.349246	0.439262	1.596966E-003	-1.290387
2.346734	0.439014	1.598286E-003	-1.292242
2.344221	0.435341	1.659648E-003	-1.293367
2.341709	0.456870	1.730965E-003	-1.302545
2.339196	0.456712	1.687574E-003	-1.305342
2.336683	0.461502	1.723769E-003	-1.307419
2.334171	0.474643	1.717524E-003	-1.313187
2.331658	0.437851	1.712478E-003	-1.307996
2.329146	0.472545	1.773738E-003	-1.317075
2.326633	0.488552	1.756121E-003	-1.326393
2.324121	0.484078	1.750151E-003	-1.327239
2.321608	0.483416	1.783238E-003	-1.329918
2.319095	0.503641	1.787584E-003	-1.336637
2.316583	0.515000	1.838198E-003	-1.341829
2.314070	0.513932	1.782335E-003	-1.345630
2.311558	0.531655	1.828336E-003	-1.354006
2.309045	0.557211	1.776230E-003	-1.363918
2.306533	0.563701	1.816296E-003	-1.366087
2.304020	0.552280	1.812290E-003	-1.366984
2.301508	0.577813	1.829730E-003	-1.376199
2.298995	0.566234	1.883051E-003	-1.375870
2.296482	0.557330	1.889594E-003	-1.377052
2.293970	0.596856	1.863162E-003	-1.389879
2.291457	0.619340	1.766819E-003	-1.400325
2.288945	0.588646	1.856855E-003	-1.392127
2.286432	0.623579	1.845318E-003	-1.405351
2.283920	0.626072	1.812706E-003	-1.410522
2.281407	0.635217	1.834927E-003	-1.413397
2.278894	0.637561	1.828650E-003	-1.418107
2.276382	0.630140	1.871791E-003	-1.417676
2.273869	0.634296	1.874045E-003	-1.424047
2.271357	0.654227	1.752089E-003	-1.430753
2.268844	0.667582	1.763758E-003	-1.438889
2.266332	0.664164	1.723721E-003	-1.439712
2.263819	0.655108	1.853670E-003	-1.438912
2.261307	0.671531	1.786536E-003	-1.446126
2.258794	0.663318	1.817541E-003	-1.447866
2.256281	0.688982	1.751480E-003	-1.458259
2.253769	0.694652	1.705102E-003	-1.462315
2.251256	0.694741	1.725969E-003	-1.465243
2.248744	0.704811	1.689454E-003	-1.471196
2.246231	0.720248	1.621428E-003	-1.479314
2.243719	0.727711	1.560410E-003	-1.483988
2.241206	0.711798	1.710890E-003	-1.482752
2.238693	0.722881	1.671566E-003	-1.488013
2.236181	0.726707	1.563239E-003	-1.490572
2.233668	0.729956	1.589502E-003	-1.493813
