Temp	Magnetization	Heat capacity	Energy
2.200000	0.791157	5.107198E-003	-1.549080
2.201508	0.789653	5.124632E-003	-1.547106
2.203015	0.788139	5.141959E-003	-1.545125
2.204523	0.786614	5.159175E-003	-1.543137
2.206030	0.785078	5.176277E-003	-1.541143
2.207538	0.783532	5.193263E-003	-1.539142
2.209045	0.781975	5.210129E-003	-1.537134
2.210553	0.780407	5.226873E-003	-1.535120
2.212060	0.778829	5.243493E-003	-1.533100
2.213568	0.777241	5.259984E-003	-1.531073
2.215075	0.775641	5.276345E-003	-1.529040
2.216583	0.774031	5.292571E-003	-1.527001
2.218090	0.772411	5.308661E-003	-1.524955
2.219598	0.770780	5.324612E-003	-1.522903
2.221106	0.769138	5.340420E-003	-1.520845
2.222613	0.767486	5.356082E-003	-1.518781
2.224121	0.765824	5.371596E-003	-1.516711
2.225628	0.764151	5.386958E-003	-1.514635
2.227136	0.762467	5.402166E-003	-1.512553
2.228643	0.760773	5.417216E-003	-1.510465
2.230151	0.759069	5.432106E-003	-1.508372
2.231658	0.757354	5.446832E-003	-1.506272
2.233166	0.755629	5.461392E-003	-1.504168
2.234673	0.753894	5.475782E-003	-1.502057
2.236181	0.752149	5.489999E-003	-1.499941
2.237688	0.750393	5.504041E-003	-1.497820
2.239196	0.748628	5.517903E-003	-1.495693
2.240704	0.746852	5.531584E-003	-1.493561
2.242211	0.745066	5.545080E-003	-1.491423
2.243719	0.743271	5.558387E-003	-1.489281
2.245226	0.741465	5.571503E-003	-1.487133
2.246734	0.739650	5.584425E-003	-1.484980
2.248241	0.737825	5.597150E-003	-1.482822
2.249749	0.735990	5.609674E-003	-1.480660
2.251256	0.734145	5.621994E-003	-1.478493
2.252764	0.732291	5.634107E-003	-1.476321
2.254271	0.730428	5.646011E-003	-1.474144
2.255779	0.728555	5.657702E-003	-1.471963
2.257286	0.726672	5.669176E-003	-1.469777
2.258794	0.724781	5.680431E-003	-1.467587
2.260302	0.722880	5.691464E-003	-1.465393
2.261809	0.720970	5.702272E-003	-1.463194
2.263317	0.719051	5.712851E-003	-1.460991
2.264824	0.717124	5.723198E-003	-1.458784
2.266332	0.715187	5.733311E-003	-1.456574
2.267839	0.713242	5.743187E-003	-1.454359
2.269347	0.711288	5.752822E-003	-1.452141
2.270854	0.709326	5.762213E-003	-1.449919
2.272362	0.707355	5.771358E-003	-1.447693
2.273869	0.705376	5.780253E-003	-1.445464
2.275377	0.703389	5.788896E-003	-1.443232
2.276884	0.701394	5.797283E-003	-1.440996
2.278392	0.699391	5.805413E-003	-1.438757
2.279899	0.697380	5.813281E-003	-1.436515
2.281407	0.695362	5.820886E-003	-1.434270
2.282915	0.693335	5.828224E-003	-1.432022
2.284422	0.691302	5.835293E-003	-1.429772
2.285930	0.689261	5.842090E-003	-1.427518
2.287437	0.687213	5.848612E-003	-1.425262
2.288945	0.685158	5.854858E-003	-1.423004
2.290452	0.683096	5.860824E-003	-1.420743
2.291960	0.681027	5.866507E-003	-1.418480
2.293467	0.678951	5.871907E-003	-1.416215
2.294975	0.676869	5.877019E-003	-1.413948
2.296482	0.674781	5.881842E-003	-1.411679
2.297990	0.672687	5.886374E-003	-1.409408
2.299497	0.670586	5.890613E-003	-1.407136
2.301005	0.668480	5.894556E-003	-1.404861
2.302513	0.666368	5.898201E-003	-1.402586
