Energy	ln(density of states)
252	121.081941	6.309479
256	119.537508	6.439302
260	117.931184	6.165754
264	116.509920	6.051726
268	115.005769	6.105841
272	113.473787	6.134781
276	111.881990	6.097223
280	110.330720	6.040196
284	108.708040	6.123324
288	107.104524	6.072678
292	105.412752	6.125348
296	103.827180	6.101246
300	102.147371	6.047998
304	100.434480	5.734687
308	98.629793	5.591399
312	96.844514	5.652299
316	95.077791	5.696813
320	93.369173	5.623245
324	91.592683	5.390881
328	89.889070	5.274500
332	88.094759	5.120300
336	86.417757	5.156586
340	84.609041	5.250174
344	82.783479	5.196734
348	81.099519	5.478200
352	79.316560	5.255850
356	77.503938	5.035175
360	75.702425	4.981429
364	73.865510	4.949934
368	71.997957	4.800241
372	70.091951	4.989056
376	68.175325	4.938816
380	66.252473	4.799736
384	64.313509	4.489407
388	62.371858	4.494840
392	60.429842	4.294574
396	58.437654	4.314667
400	56.470247	4.136141
404	54.445222	3.970948
408	52.496858	3.964123
412	50.305818	4.200099
416	48.307039	4.039761
420	46.147981	3.661339
424	43.907625	3.558671
428	41.780794	3.662253
432	39.507234	3.647219
436	37.078035	3.542237
440	34.687532	3.060383
444	32.320711	2.978790
448	29.776887	2.689539
452	27.248689	2.637134
456	24.529329	2.635497
460	21.896272	2.292333
464	18.841218	2.262594
468	15.724275	1.836378
472	12.654939	1.609090
476	8.301546	1.140587
480	2.137483	0.000000
484	-17695.235686	0.000000
488	-17695.235686	0.000000
492	-17695.235686	0.000000
496	-17695.235686	0.000000
500	-17695.235686	0.000000
504	-17695.235686	0.000000
508	-17695.235686	0.000000
512	-17695.235686	0.000000
